rownumber,id,name,address,license desc,business desc,lat,lon,the_geom,state,county,tract,block,geoid,name,tract_block 
20894,1575842-20161116,"WLADYSLAW KOWYNIA, INC.",1551 W DIVISION ST 1ST & MEZZANINE,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",41.903241347,-87.667137789,"MULTIPOLYGON (((-87.72545500058159 41.7485339998136, -87.72544099997833 41.74813000049603, -87.72542000055834 41.74747499967159, -87.72540099980174 41.74691900065426, -87.7253880002405 41.746515999615454, -87.72560600047744 41.74651299949985, -87.72626299948209 41.74650399990743, -87.7264820001132 41.74650200011702, -87.72652100017368 41.74650900023284, -87.72656700001504 41.74654699988601, -87.7265870003656 41.74658099967081, -87.72659699990963 41.74685599993721, -87.72660500016619 41.74704199955619, -87.72661900032638 41.74746200006508, -87.72664200067354 41.74809999979878, -87.72665299958597 41.74840400054867, -87.72669199957099 41.74845800044247, -87.72669200032988 41.74850299967717, -87.72665299976867 41.748540999748165, -87.72660600067181 41.74855700042273, -87.72657599971144 41.7485500001403, -87.72653499979626 41.74852899964584, -87.72646300026796 41.74852699962822, -87.72618600013122 41.748521999608165, -87.72570699961022 41.74852899960691, -87.72545500058159 41.7485339998136)))",17,31,700301,1002,170000000000000.0,Block 1002,7003011002
20995,2355315-20160708,2450 N MILWAUKEE RESTAURANT LLC,2450 N MILWAUKEE AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,41.92576419,-87.702246015,"MULTIPOLYGON (((-87.66833000056859 41.698036999498854, -87.66753300040389 41.69805399993021, -87.6675280000153 41.69766699938281, -87.66829900032036 41.697642000000634, -87.6683229999644 41.69765000000819, -87.66833700064804 41.697666999868154, -87.66833000056859 41.698036999498854)))",17,31,750200,2009,170000000000000.0,Block 2009,7502002009
21053,2470581-20160923,"N. JEFFERSON OPERATOR, LLC",118 N JEFFERSON ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.883800252,-87.642863485,"MULTIPOLYGON (((-87.62687399993806 41.67752500032912, -87.62683900017537 41.676523000051915, -87.62683299997292 41.6762440000545, -87.62682499953043 41.67615799957254, -87.6271740002358 41.67615300001595, -87.6274109998951 41.6761500000276, -87.62741100009951 41.67623899999032, -87.6274239999814 41.67651400028542, -87.62742800028526 41.676574999837854, -87.6274509995933 41.6775159998849, -87.62687399993806 41.67752500032912)))",17,31,530501,4018,170000000000000.0,Block 4018,5305014018
21061,14625-20161016,SOUTH LOOP CLUB INC,701 S STATE ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.873055576,-87.627417813,"MULTIPOLYGON (((-87.72798400015031 41.876602000188974, -87.72797599992654 41.87637399930427, -87.72797400056592 41.87632800015015, -87.72796799993924 41.876146999592684, -87.72845800047378 41.876139999113676, -87.7299269998467 41.87612199961498, -87.73041800011038 41.876115999907135, -87.73042400066655 41.87629799972691, -87.73042600032645 41.876343000362134, -87.73043399939355 41.87656999990137, -87.72798400015031 41.876602000188974)))",17,31,260700,2006,170000000000000.0,Block 2006,2607002006
21073,2470574-20160923,"N. JEFFERSON OPERATOR, LLC",116 N JEFFERSON ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.883737196999995,-87.64286160799999,"MULTIPOLYGON (((-87.79882099991191 41.92044500072353, -87.79881800058551 41.92009500045173, -87.798817000693 41.919895000266514, -87.79884800003774 41.91991900080394, -87.79917200055179 41.91991600050609, -87.79970700021819 41.919912000220236, -87.79971999984424 41.92043600022485, -87.80064299985685 41.92042499994102, -87.80065299971686 41.920773000571515, -87.80065600085673 41.92087699984175, -87.80066299967349 41.92112100028039, -87.80043300054655 41.92112800010876, -87.79974399994482 41.921149999935004, -87.79951500009949 41.92115800014137, -87.79937699934281 41.921106000562965, -87.7989629997309 41.9209510002179, -87.79882599934842 41.920899999504506, -87.79882399996525 41.92069900072231, -87.79882099991191 41.92044500072353)))",17,31,250500,6001,170000000000000.0,Block 6001,2505006001
21107,2134277-20161016,"HALSTED GROCERIES, INC.",7059 S HALSTED ST 1 4,Package Goods,Retail Sales of Packaged Liquor,41.765295708000004,-87.64426896100001,"MULTIPOLYGON (((-87.77232999957175 41.90204400026149, -87.7726339996341 41.90203899987677, -87.77269499976722 41.90203700004272, -87.77293799964202 41.902034000487525, -87.77294400072114 41.90222799985458, -87.77294799959311 41.902396000240074, -87.77294899912107 41.90242199972382, -87.772950999584 41.90248899925635, -87.77234499939725 41.9024989998598, -87.77173799906943 41.90250799929893, -87.77173500023365 41.902438999711784, -87.77173400054777 41.90241499987165, -87.77173000035886 41.90224600006483, -87.77172400022269 41.902053000021, -87.77196600056273 41.902047999780805, -87.77202700008031 41.9020479999531, -87.77232999957175 41.90204400026149)))",17,31,250600,3017,170000000000000.0,Block 3017,2506003017
21178,734-20161016,HARRIET WATT,1200 E 93RD ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.725958180999996,-87.594817597,"MULTIPOLYGON (((-87.64482900019932 41.692779000409445, -87.64489300077564 41.69278200029731, -87.64601999946312 41.69276900005047, -87.64604699982496 41.69284799970374, -87.64613099994982 41.693087000067614, -87.6461590001883 41.6931669996778, -87.64609500011782 41.69321300041664, -87.64590500067385 41.69335100087874, -87.64584199987058 41.69339799965934, -87.64572900055666 41.69333599943578, -87.6456570008545 41.693306999892506, -87.6456390000797 41.69329999984715, -87.64550699965721 41.6932609999902, -87.64536300074053 41.69324200009509, -87.64518899994837 41.69323499967456, -87.64504700053526 41.693234999252184, -87.6448419999796 41.693234999389716, -87.64483600054709 41.693053000538626, -87.64482900019932 41.692779000409445)))",17,31,750100,1016,170000000000000.0,Block 1016,7501001016
21259,2147829-20161116,"THE DEN THEATRE CHICAGO, LLC",1333 N MILWAUKEE AVE 2 2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.906162866,-87.67064602399999,"MULTIPOLYGON (((-87.77030700058081 41.89614300015443, -87.77029999986621 41.89591599987197, -87.77029799947178 41.89587100004385, -87.77029200020384 41.89568900008437, -87.77069800074594 41.89568299948132, -87.77191599918051 41.895666000125395, -87.77232299930695 41.89566099984202, -87.77232899952081 41.89584299970787, -87.77233099981711 41.89588899978052, -87.77233900037531 41.89611699970975, -87.77180399965825 41.896123000224506, -87.77030700058081 41.89614300015443)))",17,31,251300,3009,170000000000000.0,Block 3009,2513003009
21284,2032989-20161016,CHICAGO CONCESSIONS WATER TOWER LLC,175 E CHESTNUT ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.89829284,-87.622899104,"MULTIPOLYGON (((-87.63812800076865 41.91282999984299, -87.6381119997719 41.912441000344515, -87.63670599984765 41.91246300039891, -87.6367010003671 41.91226199987564, -87.63669800039796 41.91211500009764, -87.63708299986162 41.91210799961362, -87.63823699971094 41.91208900022145, -87.63862299930771 41.91208299999965, -87.63862600007835 41.91222999973959, -87.63863500061275 41.9125309994541, -87.63863700093518 41.91267199959627, -87.63863999932843 41.91282000047971, -87.6383969999472 41.912823999621786, -87.63812800076865 41.91282999984299)))",17,31,71500,4009,170000000000000.0,Block 4009,715004009
21346,1878938-20161116,THE MONAL MART CORPORATION,1758 W WABANSIA AVE 1,Package Goods,Retail Sales of Packaged Liquor,41.912493692,-87.67256189700001,"MULTIPOLYGON (((-87.70359899957298 41.837253999450404, -87.70335400013704 41.83725799950692, -87.70298500043695 41.837266000404696, -87.70262200031222 41.83727200007471, -87.70237799984652 41.83727699931994, -87.70210300005131 41.837281999654614, -87.70211399989098 41.83705699999006, -87.70221499927557 41.83703600065354, -87.70225199987652 41.83685000017213, -87.7022450003587 41.83643100070387, -87.70221699914595 41.834606000167696, -87.70220800063652 41.833997999997415, -87.70264299910573 41.83391300058944, -87.70270599930578 41.83390199940269, -87.7032900000786 41.83380299937851, -87.70368899978705 41.833753000380874, -87.70421399992307 41.833700999956456, -87.7047189998736 41.83365200018124, -87.70471899948123 41.83367800046041, -87.70473299998316 41.83401899966028, -87.70473299956357 41.834053000439226, -87.70476299981954 41.835257999875004, -87.7047650001201 41.83530899937765, -87.70477699986401 41.83565999940643, -87.70478499980204 41.83591199948618, -87.70478600038173 41.835974000275385, -87.70481299965705 41.83691800063766, -87.70482300079385 41.83723299999593, -87.7045780003048 41.83723699995697, -87.70423000046665 41.83724300038914, -87.70384299986162 41.83724900031092, -87.70359899957298 41.837253999450404)))",17,31,843500,1046,170000000000000.0,Block 1046,8435001046
21377,1223687-20161116,"BREAD & OLIVE, INC.",1920 W DIVISION ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.903327164000004,-87.67566894299999,"MULTIPOLYGON (((-87.69965999954286 41.99801699969991, -87.69965600083115 41.99792599994013, -87.69964200026466 41.99756099993096, -87.6998849999799 41.99755600013972, -87.70061599955835 41.99754300022076, -87.70086000067643 41.997538999642614, -87.70087200001707 41.9976530007995, -87.70087799989503 41.997903000577914, -87.70088100023695 41.99799700007696, -87.70053699982469 41.998000000226604, -87.70026799999302 41.99800599962046, -87.69965999954286 41.99801699969991)))",17,31,20601,3014,170000000000000.0,Block 3014,206013014
21394,2458121-20160926,"MUG TO MUG, INCORPORATED",2212 N CLYBOURN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.921866369,-87.66496089600001,"MULTIPOLYGON (((-87.65895700080692 41.8947580000213, -87.65897700067175 41.89474700008897, -87.65904399972548 41.894742000489245, -87.65943500028838 41.89473700028255, -87.65943499941325 41.894738000553716, -87.65944800012784 41.89527999969877, -87.65946200031135 41.89582299953126, -87.65902700004013 41.89582300027704, -87.65898500041482 41.89579300015814, -87.65895700080692 41.8947580000213)))",17,31,243400,1008,170000000000000.0,Block 1008,2434001008
21501,28159-20141116,ALFREDO VARGAS INC,826 N ASHLAND AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,41.896878956,-87.667460832,"MULTIPOLYGON (((-87.56850099963596 41.74079599988055, -87.56849599949535 41.74049800037731, -87.56848900012588 41.73990399939307, -87.56909500100733 41.74033099954289, -87.56910599953395 41.740347000076824, -87.56910599982456 41.74078800028885, -87.5687440009874 41.74079199982591, -87.56850099963596 41.74079599988055)))",17,31,460500,3021,170000000000000.0,Block 3021,4605003021
21547,2483204-20160927,"ROANOKE HOSPITALITY, LLC",135 W MADISON ST 1 & 2,Caterer's Liquor License,Catering of Liquor To Events,41.881856744000004,-87.631896162,"MULTIPOLYGON (((-87.69044900051718 41.75513799992984, -87.69089900051739 41.75494499998531, -87.692248999823 41.75437000061892, -87.69269999995493 41.75417799946048, -87.6927080006266 41.75430400010061, -87.6927350006541 41.754684999812696, -87.69274400032421 41.75481200000808, -87.69269999930634 41.754830999893635, -87.69257000017754 41.75488900012115, -87.69252700032953 41.7549090004225, -87.69209699981855 41.75509999982332, -87.69080699978112 41.7556730000222, -87.69037699987233 41.75586400015151, -87.69030399946628 41.75589699950476, -87.68989200025683 41.75607900040367, -87.68856699938362 41.756669000475796, -87.68843600033684 41.75671899968338, -87.68838600097318 41.75673899965274, -87.68794900053678 41.75692699995889, -87.68783700033605 41.75697399985488, -87.6875009995264 41.75711900008551, -87.68739000069662 41.75716799947082, -87.68724799998189 41.75722899999549, -87.68710099916981 41.757293000132854, -87.6869089999951 41.75737400052661, -87.68682200062266 41.757413000826425, -87.68673900052096 41.75745200015757, -87.68668200046122 41.75747799960149, -87.68594999970422 41.757496999539974, -87.68433199915378 41.75754099978558, -87.68375599970337 41.75754300008929, -87.68366600014184 41.75754400022516, -87.68304699964577 41.75737899984775, -87.68369499949192 41.75733799964661, -87.68377500054679 41.75733400058263, -87.68444600024856 41.75715200005526, -87.68523800026342 41.75687299987735, -87.68555500007656 41.756767000000785, -87.686171999529 41.75656199940141, -87.68652900038619 41.756443999736064, -87.68760000071676 41.75609399975052, -87.68795799999641 41.755976999738955, -87.68845599990463 41.7558079999295, -87.6899499993132 41.755305000403446, -87.69044900051718 41.75513799992984)))",17,31,700100,2019,170000000000000.0,Block 2019,7001002019
21620,6269-20161016,RANDY'S LIQUOR LOUNGE INC.,7512-7514 S COTTAGE GROVE AVE,Tavern,Tavern - Consumption of Liquor on Premise,41.758147964,-87.605524136,"MULTIPOLYGON (((-87.6933950006423 41.93392399965696, -87.69344199999846 41.93577200003426, -87.69326200077332 41.93577500051455, -87.69325300034387 41.93577599922745, -87.69306400029296 41.935781000177876, -87.69301899984868 41.935780999520034, -87.69288500063855 41.93578400023905, -87.69284100028102 41.935786000227836, -87.69283899966429 41.935752999966034, -87.69283599953117 41.93565600025816, -87.6928349993767 41.93562399954422, -87.69282599958457 41.93536500005013, -87.69282299952542 41.93528800033494, -87.69281699985221 41.9351060005442, -87.69279400012354 41.93428000022062, -87.6927890000446 41.93409500066101, -87.69279499965748 41.933944999893484, -87.69291999970278 41.933925999675324, -87.69303599946439 41.933924999912236, -87.6933950006423 41.93392399965696)))",17,31,210900,1030,170000000000000.0,Block 1030,2109001030
21636,46906-20161016,"GALE UNLIMITED, INC.",600 S DEARBORN ST,Package Goods,Retail Sales of Packaged Liquor,41.874481166,-87.62935654,"MULTIPOLYGON (((-87.61652900003148 41.81663800012068, -87.61651899999508 41.81627499945443, -87.61648899940373 41.81518899998018, -87.61647900058502 41.81482699951735, -87.61653099955822 41.814825000212274, -87.61668800015731 41.81482300057035, -87.61674100014777 41.81482200050164, -87.6167510004519 41.81518400005325, -87.61678100001902 41.816272000038246, -87.61679200049063 41.81663500062254, -87.61673899932443 41.81663500041598, -87.61658100015778 41.816637000191506, -87.61652900003148 41.81663800012068)))",17,31,836000,1003,170000000000000.0,Block 1003,8360001003
21656,1118838-20161116,"HOLLYWOOD GRILL, INC.",1601 W NORTH AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.910519635,-87.66774968600001,"MULTIPOLYGON (((-87.71174099950238 41.84442500042997, -87.71143600013369 41.84443000025985, -87.71137400067539 41.844430000371915, -87.71113099957348 41.84443399988743, -87.7111230004368 41.84416299965366, -87.71112000039436 41.8440680003312, -87.71108999910678 41.84297100003027, -87.71107999962088 41.84260599977832, -87.71132399919563 41.84260199946484, -87.71138499993612 41.842601999371425, -87.71169000020573 41.84259799995493, -87.71169100099871 41.84272100008873, -87.71174099950238 41.84442500042997)))",17,31,301600,1002,170000000000000.0,Block 1002,3016001002
21693,1121324-20161016,"HEBSON BROTHERS, INCORPORATED",731 - 733 S DEARBORN ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.872733608000004,-87.628998969,"MULTIPOLYGON (((-87.70946800008701 41.910026000303915, -87.70902599927702 41.91003399964534, -87.70884399930212 41.91004300013142, -87.7084379997759 41.910041000276614, -87.70822500023968 41.91003900001981, -87.7078419995194 41.91004599968286, -87.70782900064681 41.90962100027134, -87.70862499978983 41.90961500038566, -87.7094520000702 41.90960100006068, -87.70946000000764 41.90981400032344, -87.70946499992729 41.909951000310016, -87.70946800008701 41.910026000303915)))",17,31,230900,1005,170000000000000.0,Block 1005,2309001005
21719,17180-20161016,WHITEHILL CORP,701 S DEARBORN ST,Tavern,Tavern - Consumption of Liquor on Premise,41.873324342,-87.629021704,"MULTIPOLYGON (((-87.61721100031268 41.822067999595895, -87.6174690000933 41.822064999821066, -87.6178919992796 41.82206100061098, -87.61790899957346 41.822545000001405, -87.61794999918271 41.82345999999235, -87.61795000003195 41.823819999986156, -87.61744899975972 41.82382700032787, -87.61725900045123 41.82382999992539, -87.61725400021724 41.823662999964, -87.61723999989553 41.8231619999842, -87.61723599968398 41.822996000222645, -87.61723399976233 41.82292799970457, -87.61722799906836 41.82272699990309, -87.61722699908957 41.82266000050143, -87.6172250000462 41.82259699962277, -87.617220000736 41.82240800050236, -87.61721900043536 41.822345999832834, -87.61721700042894 41.822290000058864, -87.61721200036806 41.822123000052855, -87.61721100031268 41.822067999595895)))",17,31,835900,2001,170000000000000.0,Block 2001,8359002001
21739,2288847-20170216,MGL-GRAND LLC,2918-2920 N CLARK ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.935286831,-87.647072469,"MULTIPOLYGON (((-87.73520899981122 41.93989699980991, -87.73522399967244 41.94035600024329, -87.73523700003989 41.940809999677, -87.73493200007043 41.94081399973733, -87.73488800055071 41.94081399999522, -87.73462600008449 41.94081699980514, -87.73462000029764 41.940633999244476, -87.73460400010902 41.940087999758134, -87.73459900038561 41.939906000156924, -87.7347740002259 41.93990299975207, -87.73490399966371 41.93990200007122, -87.73520899981122 41.93989699980991)))",17,31,161200,2002,170000000000000.0,Block 2002,1612002002
21754,36195-20161116,"MEE MAH, INC.",4032 W PETERSON AVE # 1ST,Tavern,Tavern - Consumption of Liquor on Premise,41.990229356,-87.72992361600001,"MULTIPOLYGON (((-87.6782419999711 41.95735899998639, -87.67825499956332 41.95781500003515, -87.67811700016455 41.95781699996506, -87.67767300033276 41.95782200002315, -87.67737499949729 41.95782699982264, -87.67718600005918 41.95782900073876, -87.67662999934242 41.957837999600464, -87.67662199972158 41.95783799975892, -87.67643400019236 41.95783999975448, -87.67642900058357 41.95765699993078, -87.67642200025698 41.957383999837276, -87.6782419999711 41.95735899998639)))",17,31,50100,2004,170000000000000.0,Block 2004,501002004
21803,2121291-20161116,THE STERLING ROOM LLC,350 N STATE ST 1,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.888895928000004,-87.628200083,"MULTIPOLYGON (((-87.68309399998019 41.848435000305784, -87.68337100037306 41.84843099955143, -87.68358199963599 41.84842700021108, -87.68364799999625 41.84842600054073, -87.68371000014466 41.84842500071565, -87.68372500056306 41.84888499958501, -87.68373699963642 41.84933399991781, -87.6836070000654 41.849335000451966, -87.68342800044698 41.849338000555626, -87.68311900073329 41.84934300064368, -87.68311299983124 41.84916100039056, -87.68311199970022 41.84911599992358, -87.68310599985324 41.84888800007584, -87.68310000025902 41.84866199988952, -87.6830979999725 41.84861599977393, -87.68309399998019 41.848435000305784)))",17,31,841300,2029,170000000000000.0,Block 2029,8413002029
21814,60423-20161116,J & Z 1 INC.,921 N WESTERN AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,41.898290878000005,-87.686760477,"MULTIPOLYGON (((-87.68365299990589 41.95547400001973, -87.68122300013304 41.95550700004816, -87.68121600031462 41.955239999918255, -87.68121200011551 41.95506399964063, -87.68169700081393 41.95505700017431, -87.6831539997268 41.955035999888075, -87.68364000063305 41.955029999943704, -87.68364500019418 41.95520599949986, -87.68365299990589 41.95547400001973)))",17,31,50200,3011,170000000000000.0,Block 3011,502003011
21928,1903216-20161016,"FLACO'S TACOS, LLC",725 S DEARBORN ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.872851667,-87.62900326,"MULTIPOLYGON (((-87.63706399921746 41.74532799989368, -87.63697299987909 41.74513600006225, -87.63670200076997 41.744562000220206, -87.63661200020485 41.744371000135644, -87.63688000003592 41.74443399986255, -87.63768699984388 41.74462499965588, -87.63795599965202 41.74468899962782, -87.63798499976241 41.74481799976189, -87.63807400003829 41.74520400019965, -87.63810399968555 41.745334000340264, -87.63789600100024 41.745331999690954, -87.63727200025171 41.74532899996125, -87.63706399921746 41.74532799989368)))",17,31,842400,3034,170000000000000.0,Block 3034,8424003034
21931,2398430-20150918,"ROANOKE HOSPITALITY, LLC",11 S LA SALLE ST 2,Caterer's Liquor License,Catering of Liquor To Events,41.881645391,-87.632209538,"MULTIPOLYGON (((-87.62416500009964 41.736332000684946, -87.62416400062132 41.73624299998357, -87.62411900035428 41.73453000016356, -87.62411499950112 41.73436200018268, -87.6241080006341 41.734089999686596, -87.62405900015189 41.73366599995515, -87.62403500006216 41.73268999967039, -87.62424999933549 41.73262200049869, -87.62437599971076 41.73261900006792, -87.62446900027773 41.73261800001008, -87.62451999939722 41.734471000476226, -87.6245659999739 41.73614099962647, -87.62457000058497 41.73629000009075, -87.62416500009964 41.736332000684946)))",17,31,842400,2059,170000000000000.0,Block 2059,8424002059
21976,2121290-20161116,THE STERLING ROOM LLC,350 N STATE ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.888895928000004,-87.628200083,"MULTIPOLYGON (((-87.69259099996299 41.92667099994185, -87.69283499970109 41.92666800006906, -87.69289599966716 41.92666799999859, -87.69320200086439 41.926666000598274, -87.69323300029735 41.9276700002982, -87.69262700012004 41.927676000058334, -87.69260899950399 41.92717299988437, -87.69260199951555 41.92698299927823, -87.69259099996299 41.92667099994185)))",17,31,220300,1029,170000000000000.0,Block 1029,2203001029
21978,1903217-20161016,"FLACO'S TACOS, LLC",725 S DEARBORN ST,Caterer's Liquor License,Catering of Liquor To Events,41.872851667,-87.62900326,"MULTIPOLYGON (((-87.65260499924821 41.91376199926917, -87.65257700079374 41.91417600025817, -87.65250999929955 41.91417700033355, -87.6524079992511 41.91417799990797, -87.652016000229 41.91418600060003, -87.65200500005216 41.91381899996472, -87.65197400060421 41.91377100009886, -87.65205699954439 41.91376999981612, -87.65230800089667 41.91376699969259, -87.65232099975485 41.91376700025888, -87.65239200029293 41.91376599969931, -87.65249800013468 41.91376400017249, -87.65255600037688 41.913761999584196, -87.65260499924821 41.91376199926917)))",17,31,832600,3011,170000000000000.0,Block 3011,8326003011
21979,2398427-20150918,"ROANOKE HOSPITALITY, LLC",11 S LA SALLE ST 2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.881645391,-87.632209538,"MULTIPOLYGON (((-87.64772000049349 41.90316199981207, -87.64779399975819 41.90325700042463, -87.64801899980917 41.90354200007908, -87.64809400026525 41.9036370001662, -87.6480259996243 41.90363700040922, -87.64782200073088 41.903640999311776, -87.64775499948847 41.903642999607165, -87.64774799977386 41.90354599961309, -87.64772699997648 41.903258000438534, -87.64772000049349 41.90316199981207)))",17,31,842200,1044,170000000000000.0,Block 1044,8422001044
22039,2233070-20161116,ROBERTA NOWAKOWSKI INC,948 N WESTERN AVE 1ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,41.899017357,-87.687073079,"MULTIPOLYGON (((-87.63450100088642 41.806578999659244, -87.63390400002565 41.80659399986888, -87.63329899921446 41.80660299959842, -87.63328399975126 41.80603599983044, -87.6335239997272 41.80603100036025, -87.63353999962456 41.806031000594146, -87.63382399915182 41.80602900020008, -87.63424700052035 41.80601900006905, -87.63440300084383 41.806015999507316, -87.63448300016731 41.80598799999602, -87.63447799968125 41.80609799978462, -87.63448799997967 41.806538000474156, -87.63450100088642 41.806578999659244)))",17,31,835600,1017,170000000000000.0,Block 1017,8356001017
22052,2308144-20161016,EC RESTAURANTS (CHICAGO - ADAMS) CORP.,111 W ADAMS ST,Caterer's Liquor License,Catering of Liquor To Events,41.879301285,-87.63116779299999,"MULTIPOLYGON (((-87.7685110002506 41.779759000609225, -87.76845799979975 41.77837800022625, -87.76906799925996 41.77836700000223, -87.76910699941608 41.77937899947971, -87.76912200070797 41.779746999338286, -87.76887700035559 41.77975099993027, -87.7685110002506 41.779759000609225)))",17,31,640300,2008,170000000000000.0,Block 2008,6403002008
22083,1447112-20151216,EDENS CONVIENANT LIQUOR STORE INC.,4805 W FOSTER AVE,Package Goods,Retail Sales of Packaged Liquor,41.975228093000005,-87.74823151700001,"MULTIPOLYGON (((-87.63063400004657 41.830954000843434, -87.63060300026359 41.8309540002606, -87.63051299953095 41.830954999990134, -87.63048400040675 41.83095599929874, -87.63048100061538 41.83083999991304, -87.63046500019576 41.83022600057643, -87.6304369999141 41.829103999879834, -87.63040899912517 41.8280390000187, -87.63039099920873 41.82730999922599, -87.63035999982614 41.82608599979657, -87.63034199967802 41.82537799938864, -87.63030000050196 41.82379700053096, -87.63029599936138 41.82366199930393, -87.63047499948912 41.8236589999676, -87.63048599991735 41.82425299965799, -87.63050799905982 41.82508899934623, -87.6305090000577 41.825117000019624, -87.63053800055093 41.825778000208615, -87.63057900072258 41.82791200080218, -87.6305980000642 41.829127999712426, -87.63060400009567 41.82947599941389, -87.63060399944003 41.829494000072, -87.63063400004657 41.830954000843434)))",17,31,340600,1004,170000000000000.0,Block 1004,3406001004
22101,1093188-20161116,"Iguana Cafe, Inc.",517-519 N HALSTED ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.89175404,-87.647493345,"MULTIPOLYGON (((-87.75885200009984 41.91311799955713, -87.75881199959883 41.91230899988048, -87.75878299984191 41.91129800036808, -87.7590880001118 41.911293999774784, -87.75914899982422 41.91129199994681, -87.7593940000907 41.911288999491134, -87.75940799981501 41.911652999586835, -87.75945000100943 41.91274499973745, -87.75946400075527 41.91311000001073, -87.75921899955195 41.913113000601605, -87.75915800104477 41.91311400019481, -87.75885200009984 41.91311799955713)))",17,31,250300,1025,170000000000000.0,Block 1025,2503001025
22119,87120-20161116,"RAMBUTAN, LLC",2049 W DIVISION ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.903045578000004,-87.679195114,"MULTIPOLYGON (((-87.6997409996993 41.76394600004243, -87.6997009996335 41.762605999740245, -87.70007099989081 41.7625990000972, -87.70031600000024 41.76259600059381, -87.70032500004598 41.762958999714044, -87.70035199961058 41.763943000568766, -87.6997409996993 41.76394600004243)))",17,31,661100,3006,170000000000000.0,Block 3006,6611003006
22286,2483203-20160927,"ROANOKE HOSPITALITY, LLC",135 W MADISON ST 1 & 2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.881856744000004,-87.631896162,"MULTIPOLYGON (((-87.79450699976533 41.97719899965378, -87.79481099957142 41.97719600007573, -87.79487199956894 41.977195000535716, -87.79511500058759 41.97719399996308, -87.79510900003567 41.977466999994824, -87.79510599931953 41.97765800047531, -87.7950960000127 41.97812099960683, -87.79499300050256 41.97810199960407, -87.79461799923467 41.97799399995776, -87.79452299954221 41.97795799926184, -87.794504000223 41.97794400001753, -87.79449899948754 41.97790700006615, -87.79450699976533 41.97719899965378)))",17,31,100600,2020,170000000000000.0,Block 2020,1006002020
22302,2142042-20161016,CHILLAR PARTY INC.,7407-7409 N CLARK ST,Package Goods,Retail Sales of Packaged Liquor,42.016208317,-87.675079313,"MULTIPOLYGON (((-87.81325300074263 42.00034200014914, -87.81339699931291 42.00021600014025, -87.81350099981708 42.00012700044859, -87.8135249996926 42.000110000251674, -87.8135370001295 42.000106999789146, -87.8135480005661 42.0001059998212, -87.813590999745 42.00011899983883, -87.81385499988635 42.00026899966513, -87.81475600073601 42.00077999969217, -87.81479500052453 42.00080400026775, -87.81493299982664 42.00089000047033, -87.8149700002895 42.00092299970823, -87.81497799970025 42.00094600041902, -87.81497100024515 42.00097899993338, -87.81494399951094 42.001028000632445, -87.81492400014889 42.00105699981385, -87.81481400092275 42.001159999846415, -87.81480200025051 42.00116999956648, -87.81470399980039 42.00126200040214, -87.81325300074263 42.00034200014914)))",17,31,90200,3020,170000000000000.0,Block 3020,902003020
22317,2142610-20161016,EC RESTAURANTS (CHICAGO - ADAMS) CORP.,111 W ADAMS ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,41.879301285,-87.63116779299999,"MULTIPOLYGON (((-87.68457299977182 41.968676999244565, -87.68501200007444 41.968670000569546, -87.68525599993342 41.96866699993988, -87.68526799996437 41.96903099995197, -87.68527200025939 41.96914100026096, -87.68466399970187 41.96914899976374, -87.68405700032952 41.96915699990762, -87.68405300041216 41.969047999825584, -87.68404099955366 41.96868499995638, -87.68428299976196 41.96868099972513, -87.68457299977182 41.968676999244565)))",17,31,40401,4014,170000000000000.0,Block 4014,404014014
