census_block,max_age,Primary_Type,year,crimes_no
8081002,65+,THEFT,2015,1
8104003,45-64,BURGLARY,2015,1
8104003,45-64,CRIM SEXUAL ASSAULT,2015,1
8104003,45-64,MOTOR VEHICLE THEFT,2014,1
8104003,45-64,NARCOTICS,2015,3
8104003,45-64,OTHER OFFENSE,2015,1
8104003,45-64,THEFT,2014,1
8104003,45-64,THEFT,2015,3
8142001,25-44,DECEPTIVE PRACTICE,2015,1
8214022,25-44,BATTERY,2015,1
8214022,25-44,MOTOR VEHICLE THEFT,2015,1
8214022,25-44,NARCOTICS,2015,1
8214022,25-44,OFFENSE INVOLVING CHILDREN,2015,1
8214022,25-44,THEFT,2015,1
8220002,45-64,ASSAULT,2015,1
8228023,45-64,OTHER OFFENSE,2015,1
8233041,25-44,BATTERY,2015,1
8233041,25-44,BURGLARY,2015,1
8305001,25-44,ASSAULT,2015,1
8305001,25-44,BATTERY,2015,2
8305001,25-44,BURGLARY,2015,1
8305001,25-44,CRIM SEXUAL ASSAULT,2015,1
8305001,25-44,CRIMINAL DAMAGE,2015,4
8305001,25-44,CRIMINAL TRESPASS,2015,1
8305001,25-44,DECEPTIVE PRACTICE,2015,1
8305001,25-44,PROSTITUTION,2015,1
8305001,25-44,SEX OFFENSE,2015,1
8305001,25-44,THEFT,2015,2
8305002,25-44,BATTERY,2015,2
8305002,25-44,CRIM SEXUAL ASSAULT,2015,1
8305002,25-44,CRIMINAL DAMAGE,2015,2
8305002,25-44,DECEPTIVE PRACTICE,2015,2
8305002,25-44,NARCOTICS,2015,1
8305002,25-44,THEFT,2015,4
8305003,45-64,ASSAULT,2015,2
8305003,45-64,BATTERY,2015,9
8305003,45-64,CRIMINAL TRESPASS,2015,1
8305003,45-64,MOTOR VEHICLE THEFT,2015,2
8305003,45-64,NARCOTICS,2015,3
8305003,45-64,OTHER OFFENSE,2015,3
8305003,45-64,PUBLIC PEACE VIOLATION,2015,1
8305003,45-64,THEFT,2015,4
8306001,25-44,BATTERY,2015,1
8306001,25-44,CRIMINAL DAMAGE,2015,1
8306001,25-44,CRIMINAL DAMAGE,2018,1
8306001,25-44,OTHER OFFENSE,2015,1
8306001,25-44,THEFT,2015,2
8306002,25-44,BATTERY,2015,3
8306002,25-44,BURGLARY,2015,1
8306002,25-44,CRIMINAL DAMAGE,2015,1
8306002,25-44,DECEPTIVE PRACTICE,2015,1
8306002,25-44,MOTOR VEHICLE THEFT,2015,2
8306002,25-44,THEFT,2015,2
8306003,25-44,BATTERY,2015,5
8306003,25-44,BURGLARY,2015,1
8306003,25-44,CRIMINAL DAMAGE,2015,1
8306003,25-44,DECEPTIVE PRACTICE,2015,2
8306003,25-44,PUBLIC PEACE VIOLATION,2015,1
8306003,25-44,THEFT,2015,2
8306004,25-44,DECEPTIVE PRACTICE,2015,1
8306004,25-44,THEFT,2015,3
8307001,25-44,CRIMINAL DAMAGE,2015,1
8307002,25-44,BATTERY,2015,2
8307002,25-44,CRIMINAL DAMAGE,2015,1
8307002,25-44,DECEPTIVE PRACTICE,2015,1
8307002,25-44,MOTOR VEHICLE THEFT,2015,1
8307002,25-44,THEFT,2015,1
8307003,25-44,BATTERY,2015,1
8307003,25-44,CRIMINAL DAMAGE,2015,1
8307003,25-44,NARCOTICS,2015,2
8307004,25-44,BATTERY,2015,1
8307004,25-44,BURGLARY,2015,1
8307004,25-44,CRIMINAL TRESPASS,2015,1
8307004,25-44,DECEPTIVE PRACTICE,2015,1
8307004,25-44,NARCOTICS,2015,1
8307004,25-44,OFFENSE INVOLVING CHILDREN,2015,1
8307004,25-44,THEFT,2015,1
8308001,25-44,ASSAULT,2015,1
8308001,25-44,BATTERY,2015,3
8308001,25-44,DECEPTIVE PRACTICE,2015,1
8308001,25-44,NARCOTICS,2015,1
8308001,25-44,THEFT,2015,1
8308002,25-44,ASSAULT,2015,1
8308002,25-44,BATTERY,2015,1
8308002,25-44,ROBBERY,2015,1
8308003,25-44,KIDNAPPING,2015,1
8308003,25-44,ROBBERY,2015,1
8308003,25-44,THEFT,2015,1
8309001,25-44,ASSAULT,2015,2
8309001,25-44,BATTERY,2015,6
8309001,25-44,BURGLARY,2015,2
8309001,25-44,CRIMINAL DAMAGE,2015,2
8309001,25-44,DECEPTIVE PRACTICE,2014,1
8309001,25-44,DECEPTIVE PRACTICE,2015,1
8309001,25-44,MOTOR VEHICLE THEFT,2015,2
8309001,25-44,NARCOTICS,2015,3
8309001,25-44,PROSTITUTION,2015,1
8309001,25-44,ROBBERY,2015,1
8309001,25-44,THEFT,2015,3
8309001,25-44,WEAPONS VIOLATION,2015,1
8309002,25-44,ASSAULT,2015,2
8309002,25-44,BATTERY,2015,4
8309002,25-44,CRIM SEXUAL ASSAULT,2015,1
8309002,25-44,CRIMINAL DAMAGE,2015,2
8309002,25-44,NARCOTICS,2015,1
8309002,25-44,OFFENSE INVOLVING CHILDREN,2015,1
8309003,25-44,ASSAULT,2015,4
8309003,25-44,BATTERY,2015,2
8309003,25-44,CRIMINAL DAMAGE,2015,1
8309003,25-44,DECEPTIVE PRACTICE,2014,1
8309003,25-44,NARCOTICS,2015,2
8309003,25-44,PROSTITUTION,2015,1
8309003,25-44,THEFT,2015,1
8310001,25-44,ASSAULT,2015,1
8310001,25-44,BATTERY,2015,2
8310001,25-44,DECEPTIVE PRACTICE,2015,1
8310001,25-44,OTHER OFFENSE,2015,1
8310001,25-44,SEX OFFENSE,2015,2
8310001,25-44,THEFT,2015,5
8310002,25-44,BATTERY,2015,1
8310002,25-44,BURGLARY,2015,1
8310002,25-44,CRIM SEXUAL ASSAULT,2015,1
8310002,25-44,CRIMINAL DAMAGE,2015,2
8310002,25-44,CRIMINAL TRESPASS,2015,1
8310002,25-44,DECEPTIVE PRACTICE,2015,2
8310002,25-44,INTERFERENCE WITH PUBLIC OFFICER,2015,1
8310002,25-44,NARCOTICS,2015,2
8310002,25-44,OFFENSE INVOLVING CHILDREN,2001,1
8310002,25-44,OFFENSE INVOLVING CHILDREN,2015,1
8310002,25-44,PROSTITUTION,2015,1
8310002,25-44,ROBBERY,2015,1
8310002,25-44,THEFT,2015,2
8311001,25-44,ASSAULT,2015,3
8311001,25-44,BATTERY,2015,7
8311001,25-44,CRIMINAL DAMAGE,2015,2
8311001,25-44,CRIMINAL TRESPASS,2015,1
8311001,25-44,NARCOTICS,2015,2
8311001,25-44,ROBBERY,2015,1
8311001,25-44,THEFT,2015,3
8311002,25-44,ASSAULT,2015,1
8311002,25-44,BATTERY,2015,1
8311002,25-44,ROBBERY,2015,1
8311002,25-44,THEFT,2015,2
8311002,25-44,WEAPONS VIOLATION,2015,1
8311003,45-64,BATTERY,2015,2
8311003,45-64,CRIMINAL DAMAGE,2015,3
8311003,45-64,DECEPTIVE PRACTICE,2014,1
8311003,45-64,DECEPTIVE PRACTICE,2015,2
8311003,45-64,MOTOR VEHICLE THEFT,2015,1
8311003,45-64,NARCOTICS,2018,1
8311003,45-64,ROBBERY,2015,1
8311003,45-64,THEFT,2015,2
8311004,25-44,ASSAULT,2015,2
8311004,25-44,BATTERY,2015,5
8311004,25-44,CRIMINAL DAMAGE,2015,2
8311004,25-44,NARCOTICS,2015,2
8311004,25-44,OFFENSE INVOLVING CHILDREN,2015,1
8311004,25-44,OTHER OFFENSE,2015,2
8311004,25-44,THEFT,2015,2
8312001,25-44,BATTERY,2015,1
8312001,25-44,BURGLARY,2015,1
8312001,25-44,CRIMINAL DAMAGE,2015,2
8312001,25-44,DECEPTIVE PRACTICE,2015,1
8312002,25-44,ASSAULT,2015,1
8312002,25-44,BATTERY,2015,6
8312002,25-44,BURGLARY,2015,1
8312002,25-44,CRIMINAL DAMAGE,2015,2
8312002,25-44,DECEPTIVE PRACTICE,2015,2
8312002,25-44,NARCOTICS,2015,1
8312002,25-44,THEFT,2015,4
8312002,25-44,WEAPONS VIOLATION,2015,1
8312003,25-44,ASSAULT,2015,4
8312003,25-44,BATTERY,2015,1
8312003,25-44,CRIMINAL DAMAGE,2015,1
8312003,25-44,NARCOTICS,2015,3
8312003,25-44,OTHER OFFENSE,2015,1
8312003,25-44,PROSTITUTION,2015,2
8312003,25-44,THEFT,2015,1
8312003,25-44,WEAPONS VIOLATION,2015,1
8313001,25-44,ASSAULT,2015,1
8313001,25-44,BATTERY,2015,4
8313001,25-44,BURGLARY,2015,1
8313001,25-44,CRIMINAL DAMAGE,2015,1
8313001,25-44,NARCOTICS,2015,5
8313001,25-44,OTHER OFFENSE,2015,2
8313001,25-44,PUBLIC PEACE VIOLATION,2015,1
8313001,25-44,THEFT,2015,5
8314001,45-64,ARSON,2015,1
8314001,45-64,ASSAULT,2015,1
8314001,45-64,BATTERY,2015,5
8314001,45-64,BURGLARY,2015,1
8314001,45-64,CRIMINAL DAMAGE,2015,7
8314001,45-64,CRIMINAL TRESPASS,2015,1
8314001,45-64,MOTOR VEHICLE THEFT,2015,1
8314001,45-64,NARCOTICS,2015,4
8314001,45-64,OTHER OFFENSE,2015,1
8314001,45-64,PROSTITUTION,2015,1
8314001,45-64,PUBLIC PEACE VIOLATION,2015,1
8314001,45-64,THEFT,2015,1
8314001,45-64,WEAPONS VIOLATION,2015,1
8314002,45-64,ASSAULT,2015,2
8314002,45-64,BATTERY,2015,4
8314002,45-64,CRIMINAL DAMAGE,2015,4
8314002,45-64,CRIMINAL TRESPASS,2015,1
8314002,45-64,DECEPTIVE PRACTICE,2015,4
8314002,45-64,NARCOTICS,2015,5
8314002,45-64,OFFENSE INVOLVING CHILDREN,2015,1
8314002,45-64,THEFT,2015,10
8314002,45-64,WEAPONS VIOLATION,2015,2
8315001,25-44,BATTERY,2015,9
8315001,25-44,BURGLARY,2015,1
8315001,25-44,CRIMINAL DAMAGE,2015,4
8315001,25-44,CRIMINAL TRESPASS,2015,1
8315001,25-44,DECEPTIVE PRACTICE,2015,3
8315001,25-44,OFFENSE INVOLVING CHILDREN,2015,1
8315001,25-44,THEFT,2015,1
8315002,25-44,ASSAULT,2015,1
8315002,25-44,BATTERY,2015,1
8315002,25-44,NARCOTICS,2015,2
8315002,25-44,THEFT,2015,1
8316001,45-64,BATTERY,2015,3
8316001,45-64,CRIMINAL DAMAGE,2015,1
8316001,45-64,DECEPTIVE PRACTICE,2015,1
8316001,45-64,OTHER OFFENSE,2015,1
8316001,45-64,PROSTITUTION,2015,1
8316001,45-64,THEFT,2015,2
8316002,45-64,ASSAULT,2015,1
8316002,45-64,BATTERY,2015,2
8316002,45-64,THEFT,2015,2
8316003,45-64,ASSAULT,2015,1
8316003,45-64,BATTERY,2015,2
8316003,45-64,CRIMINAL DAMAGE,2015,1
8316003,45-64,NARCOTICS,2015,1
8316003,45-64,THEFT,2015,2
8316004,65+,ASSAULT,2015,1
8316004,65+,BATTERY,2015,7
8316004,65+,CRIMINAL DAMAGE,2015,5
8316004,65+,OTHER OFFENSE,2015,2
8316004,65+,THEFT,2015,3
8316005,25-44,ASSAULT,2015,1
8316005,25-44,BATTERY,2015,2
8316005,25-44,CRIMINAL DAMAGE,2015,2
8316005,25-44,CRIMINAL TRESPASS,2015,1
8316005,25-44,LIQUOR LAW VIOLATION,2015,1
8316005,25-44,OFFENSE INVOLVING CHILDREN,2015,1
8316005,25-44,OTHER OFFENSE,2018,1
8316005,25-44,THEFT,2015,1
8316006,25-44,ASSAULT,2015,1
8316006,25-44,BATTERY,2015,2
8316006,25-44,BURGLARY,2015,2
8316006,25-44,DECEPTIVE PRACTICE,2014,1
8316006,25-44,MOTOR VEHICLE THEFT,2015,1
8317001,25-44,ASSAULT,2015,3
8317001,25-44,BATTERY,2015,4
8317001,25-44,CRIM SEXUAL ASSAULT,2014,1
8317001,25-44,DECEPTIVE PRACTICE,2015,2
8317001,25-44,MOTOR VEHICLE THEFT,2015,2
8317001,25-44,NARCOTICS,2015,7
8317001,25-44,OTHER OFFENSE,2015,4
8317001,25-44,ROBBERY,2015,1
8317001,25-44,SEX OFFENSE,2015,1
8317001,25-44,THEFT,2015,4
8318001,45-64,BURGLARY,2015,1
8318001,45-64,DECEPTIVE PRACTICE,2014,1
8318001,45-64,NARCOTICS,2015,2
8318002,65+,ASSAULT,2015,2
8318002,65+,BATTERY,2015,1
8318002,65+,CRIMINAL DAMAGE,2015,1
8318002,65+,DECEPTIVE PRACTICE,2014,1
8318002,65+,OTHER OFFENSE,2015,1
8318002,65+,PUBLIC PEACE VIOLATION,2015,1
8318002,65+,ROBBERY,2015,1
8318002,65+,THEFT,2015,2
8318003,25-44,ASSAULT,2015,1
8318003,25-44,DECEPTIVE PRACTICE,2015,1
8318003,25-44,MOTOR VEHICLE THEFT,2015,2
8318003,25-44,NARCOTICS,2015,1
8318003,25-44,ROBBERY,2015,1
8318003,25-44,THEFT,2015,1
8318003,25-44,WEAPONS VIOLATION,2015,1
8318004,25-44,ASSAULT,2015,1
8318004,25-44,BATTERY,2015,2
8318004,25-44,BURGLARY,2015,1
8318004,25-44,CRIMINAL DAMAGE,2015,2
8318004,25-44,DECEPTIVE PRACTICE,2015,1
8318004,25-44,NARCOTICS,2015,1
8318004,25-44,PUBLIC PEACE VIOLATION,2015,2
8318005,25-44,ASSAULT,2015,2
8318005,25-44,BATTERY,2015,3
8318005,25-44,BURGLARY,2015,1
8318005,25-44,CRIMINAL DAMAGE,2015,2
8318005,25-44,CRIMINAL TRESPASS,2015,1
8318005,25-44,DECEPTIVE PRACTICE,2015,3
8318005,25-44,NARCOTICS,2015,1
8318005,25-44,OTHER OFFENSE,2015,1
8318005,25-44,ROBBERY,2015,1
8318005,25-44,THEFT,2014,1
8318005,25-44,THEFT,2015,1
8319001,25-44,ASSAULT,2015,1
8319001,25-44,BATTERY,2015,1
8319001,25-44,CRIMINAL DAMAGE,2015,1
8319001,25-44,CRIMINAL TRESPASS,2015,2
8319001,25-44,DECEPTIVE PRACTICE,2015,1
8319001,25-44,OTHER OFFENSE,2015,2
8319001,25-44,THEFT,2015,3
8319002,25-44,BATTERY,2015,5
8319002,25-44,CRIMINAL DAMAGE,2015,2
8319002,25-44,DECEPTIVE PRACTICE,2015,1
8319002,25-44,MOTOR VEHICLE THEFT,2015,3
8319002,25-44,OTHER OFFENSE,2015,1
8319002,25-44,PROSTITUTION,2015,1
8319002,25-44,ROBBERY,2015,1
8319002,25-44,THEFT,2015,2
8320001,25-44,BATTERY,2015,2
8320001,25-44,CRIMINAL DAMAGE,2015,1
8320001,25-44,MOTOR VEHICLE THEFT,2015,1
8320001,25-44,NARCOTICS,2015,2
8320001,25-44,OTHER OFFENSE,2015,3
8320001,25-44,THEFT,2015,4
8321001,25-44,BATTERY,2015,1
8321001,25-44,THEFT,2015,2
8321002,25-44,ASSAULT,2015,1
8321002,25-44,BATTERY,2015,1
8321002,25-44,CRIMINAL TRESPASS,2015,1
8321002,25-44,NARCOTICS,2015,1
8321003,25-44,BATTERY,2015,1
8321003,25-44,CRIMINAL DAMAGE,2015,1
8321003,25-44,DECEPTIVE PRACTICE,2015,1
8321003,25-44,NARCOTICS,2015,1
8321003,25-44,THEFT,2015,1
8322001,25-44,BATTERY,2015,2
8322001,25-44,CRIMINAL DAMAGE,2015,2
8322001,25-44,MOTOR VEHICLE THEFT,2015,1
8322001,25-44,NARCOTICS,2015,3
8322001,25-44,THEFT,2015,3
8322002,25-44,ASSAULT,2015,3
8322002,25-44,BATTERY,2015,5
8322002,25-44,BURGLARY,2015,1
8322002,25-44,CRIMINAL DAMAGE,2015,4
8322002,25-44,CRIMINAL TRESPASS,2015,2
8322002,25-44,DECEPTIVE PRACTICE,2015,2
8322002,25-44,NARCOTICS,2015,1
8322002,25-44,OTHER OFFENSE,2015,1
8322002,25-44,THEFT,2015,3
8322003,25-44,BATTERY,2015,3
8322003,25-44,BURGLARY,2015,1
8322003,25-44,CRIMINAL DAMAGE,2015,3
8322003,25-44,CRIMINAL TRESPASS,2015,1
8322003,25-44,PUBLIC PEACE VIOLATION,2015,1
8323001,25-44,ASSAULT,2015,3
8323001,25-44,BATTERY,2015,5
8323001,25-44,BURGLARY,2015,3
8323001,25-44,CRIMINAL DAMAGE,2015,2
8323001,25-44,CRIMINAL TRESPASS,2015,1
8323001,25-44,DECEPTIVE PRACTICE,2014,1
8323001,25-44,DECEPTIVE PRACTICE,2015,3
8323001,25-44,MOTOR VEHICLE THEFT,2015,2
8323001,25-44,NARCOTICS,2015,5
8323001,25-44,OTHER OFFENSE,2015,1
8323001,25-44,ROBBERY,2015,1
8323001,25-44,THEFT,2015,9
8323001,25-44,WEAPONS VIOLATION,2015,2
8324001,25-44,BATTERY,2015,1
8324001,25-44,BURGLARY,2015,1
8324001,25-44,CRIMINAL DAMAGE,2015,3
8324001,25-44,OTHER OFFENSE,2015,1
8324001,25-44,ROBBERY,2015,1
8324001,25-44,THEFT,2015,1
8324001,25-44,WEAPONS VIOLATION,2015,1
8324002,25-44,ASSAULT,2015,2
8324002,25-44,BATTERY,2015,4
8324002,25-44,NARCOTICS,2015,1
8324002,25-44,PUBLIC PEACE VIOLATION,2015,2
8324002,25-44,THEFT,2015,2
8325001,25-44,ASSAULT,2015,1
8325001,25-44,BATTERY,2015,1
8325001,25-44,BURGLARY,2015,2
8325001,25-44,CRIMINAL DAMAGE,2015,2
8325001,25-44,CRIMINAL TRESPASS,2015,1
8325001,25-44,DECEPTIVE PRACTICE,2015,2
8325001,25-44,NARCOTICS,2015,2
8325001,25-44,ROBBERY,2015,1
8325001,25-44,SEX OFFENSE,2015,1
8325001,25-44,THEFT,2015,2
8325002,25-44,BATTERY,2015,6
8325002,25-44,BURGLARY,2015,1
8325002,25-44,CRIMINAL DAMAGE,2015,1
8325002,25-44,CRIMINAL TRESPASS,2015,1
8325002,25-44,DECEPTIVE PRACTICE,2015,2
8325002,25-44,MOTOR VEHICLE THEFT,2015,1
8325002,25-44,NARCOTICS,2015,6
8325002,25-44,OTHER OFFENSE,2015,2
8325002,25-44,OTHER OFFENSE,2018,1
8325002,25-44,THEFT,2015,7
8326001,25-44,BURGLARY,2015,1
8326001,25-44,CRIMINAL DAMAGE,2015,1
8326001,25-44,NARCOTICS,2015,1
8326001,25-44,THEFT,2015,1
8326002,25-44,ASSAULT,2015,1
8326002,25-44,BATTERY,2015,2
8326002,25-44,BURGLARY,2015,2
8326002,25-44,DECEPTIVE PRACTICE,2015,1
8326002,25-44,MOTOR VEHICLE THEFT,2015,1
8326002,25-44,NARCOTICS,2015,4
8326002,25-44,OTHER OFFENSE,2015,1
8326002,25-44,THEFT,2015,2
8326003,25-44,ASSAULT,2015,1
8326003,25-44,BATTERY,2015,3
8326003,25-44,CRIMINAL DAMAGE,2015,1
8326003,25-44,CRIMINAL TRESPASS,2015,1
8326003,25-44,DECEPTIVE PRACTICE,2015,1
8326003,25-44,NARCOTICS,2015,2
8326003,25-44,OFFENSE INVOLVING CHILDREN,2015,1
8326003,25-44,THEFT,2015,1
8329001,25-44,ASSAULT,2015,1
8329001,25-44,BATTERY,2015,2
8329001,25-44,DECEPTIVE PRACTICE,2015,2
8329001,25-44,NARCOTICS,2015,1
8329001,25-44,THEFT,2015,5
8329002,25-44,ASSAULT,2015,1
8329002,25-44,BATTERY,2015,2
8329002,25-44,CRIMINAL DAMAGE,2015,1
8329002,25-44,CRIMINAL TRESPASS,2015,1
8329002,25-44,MOTOR VEHICLE THEFT,2015,1
8329002,25-44,OTHER OFFENSE,2015,1
8329002,25-44,THEFT,2014,1
8329002,25-44,THEFT,2015,6
8330001,25-44,ASSAULT,2015,1
8330001,25-44,BATTERY,2015,5
8330001,25-44,CRIMINAL DAMAGE,2015,4
8330001,25-44,NARCOTICS,2015,5
8330001,25-44,OFFENSE INVOLVING CHILDREN,2015,1
8330001,25-44,OTHER OFFENSE,2014,1
8330001,25-44,OTHER OFFENSE,2015,3
8330001,25-44,PUBLIC PEACE VIOLATION,2015,1
8330001,25-44,ROBBERY,2015,1
8330001,25-44,THEFT,2015,5
8330001,25-44,WEAPONS VIOLATION,2015,1
8330002,25-44,ASSAULT,2015,2
8330002,25-44,BATTERY,2015,10
8330002,25-44,BURGLARY,2015,2
8330002,25-44,CRIMINAL DAMAGE,2015,6
8330002,25-44,CRIMINAL TRESPASS,2015,3
8330002,25-44,DECEPTIVE PRACTICE,2015,4
8330002,25-44,NARCOTICS,2015,6
8330002,25-44,OFFENSE INVOLVING CHILDREN,2015,1
8330002,25-44,OTHER OFFENSE,2015,3
8330002,25-44,ROBBERY,2015,2
8330002,25-44,THEFT,2015,19
8331001,25-44,ASSAULT,2015,3
8331001,25-44,BATTERY,2015,1
8331001,25-44,BURGLARY,2015,1
8331001,25-44,DECEPTIVE PRACTICE,2015,2
8331001,25-44,NARCOTICS,2015,4
8331001,25-44,OTHER OFFENSE,2015,1
8331001,25-44,ROBBERY,2015,1
8331001,25-44,THEFT,2015,3
8331002,25-44,BATTERY,2015,6
8331002,25-44,CRIMINAL DAMAGE,2015,1
8331002,25-44,NARCOTICS,2015,2
8331002,25-44,THEFT,2015,1
8331003,25-44,ASSAULT,2015,1
8331003,25-44,BATTERY,2015,3
8331003,25-44,NARCOTICS,2015,2
8331003,25-44,OTHER OFFENSE,2015,1
8331003,25-44,PUBLIC PEACE VIOLATION,2015,1
8331003,25-44,ROBBERY,2015,1
8331003,25-44,THEFT,2015,7
8333001,18-24,ASSAULT,2015,2
8333001,18-24,BATTERY,2015,2
8333001,18-24,CRIMINAL DAMAGE,2015,3
8333001,18-24,DECEPTIVE PRACTICE,2015,3
8333001,18-24,MOTOR VEHICLE THEFT,2015,1
8333001,18-24,NARCOTICS,2015,2
8333001,18-24,OTHER OFFENSE,2015,2
8333001,18-24,SEX OFFENSE,2015,1
8333001,18-24,THEFT,2015,8
8333001,18-24,WEAPONS VIOLATION,2015,1
8339001,25-44,BATTERY,2015,1
8339001,25-44,CRIM SEXUAL ASSAULT,2015,1
8339001,25-44,CRIMINAL DAMAGE,2015,1
8339001,25-44,DECEPTIVE PRACTICE,2015,3
8339001,25-44,MOTOR VEHICLE THEFT,2015,1
8339001,25-44,NARCOTICS,2015,3
8339001,25-44,OFFENSE INVOLVING CHILDREN,2015,1
8339001,25-44,PUBLIC PEACE VIOLATION,2015,1
8339001,25-44,THEFT,2015,4
8339001,25-44,WEAPONS VIOLATION,2015,1
8339002,25-44,BATTERY,2015,4
8339002,25-44,CRIMINAL DAMAGE,2015,3
8339002,25-44,DECEPTIVE PRACTICE,2015,1
8339002,25-44,INTERFERENCE WITH PUBLIC OFFICER,2015,1
8339002,25-44,MOTOR VEHICLE THEFT,2015,1
8339002,25-44,NARCOTICS,2015,2
8339002,25-44,ROBBERY,2015,1
8340001,5-17,BATTERY,2015,1
8340001,5-17,BURGLARY,2015,1
8340001,5-17,CRIM SEXUAL ASSAULT,2015,1
8340001,5-17,CRIMINAL DAMAGE,2015,2
8340001,5-17,CRIMINAL TRESPASS,2015,1
8340001,5-17,DECEPTIVE PRACTICE,2015,1
8340001,5-17,NARCOTICS,2015,1
8340001,5-17,ROBBERY,2015,2
8340001,5-17,THEFT,2015,9
8340002,45-64,BATTERY,2015,2
8340002,45-64,CRIMINAL DAMAGE,2015,4
8340002,45-64,DECEPTIVE PRACTICE,2015,1
8340002,45-64,NARCOTICS,2015,2
8340002,45-64,THEFT,2015,5
8342001,45-64,ASSAULT,2015,2
8342001,45-64,BATTERY,2015,2
8342001,45-64,CRIMINAL DAMAGE,2015,2
8342001,45-64,DECEPTIVE PRACTICE,2015,1
8342001,45-64,NARCOTICS,2015,1
8342001,45-64,THEFT,2015,2
8342002,45-64,ASSAULT,2015,3
8342002,45-64,BATTERY,2015,4
8342002,45-64,CRIMINAL DAMAGE,2015,2
8342002,45-64,NARCOTICS,2015,2
8342002,45-64,OTHER OFFENSE,2015,1
8342002,45-64,ROBBERY,2015,1
8342002,45-64,THEFT,2015,4
8342003,45-64,BATTERY,2015,2
8342003,45-64,CRIM SEXUAL ASSAULT,2015,1
8342003,45-64,CRIMINAL DAMAGE,2015,1
8342003,45-64,OTHER OFFENSE,2014,1
8342003,45-64,ROBBERY,2015,2
8342003,45-64,THEFT,2015,6
8342004,18-24,BATTERY,2015,2
8342004,18-24,CRIMINAL DAMAGE,2015,1
8342004,18-24,DECEPTIVE PRACTICE,2015,1
8342004,18-24,MOTOR VEHICLE THEFT,2015,1
8342004,18-24,NARCOTICS,2015,1
8342004,18-24,OFFENSE INVOLVING CHILDREN,2015,1
8342004,18-24,OTHER OFFENSE,2015,1
8342004,18-24,THEFT,2014,1
8342004,18-24,THEFT,2015,4
8343001,45-64,BATTERY,2015,4
8343001,45-64,BURGLARY,2015,1
8343001,45-64,CRIMINAL DAMAGE,2015,2
8343001,45-64,CRIMINAL TRESPASS,2015,1
8343001,45-64,MOTOR VEHICLE THEFT,2015,1
8343001,45-64,NARCOTICS,2015,1
8343001,45-64,OTHER OFFENSE,2015,3
8343001,45-64,THEFT,2015,2
8343002,45-64,ASSAULT,2015,1
8343002,45-64,BATTERY,2015,5
8343002,45-64,BURGLARY,2015,2
8343002,45-64,CRIMINAL DAMAGE,2015,3
8343002,45-64,CRIMINAL TRESPASS,2015,1
8343002,45-64,INTERFERENCE WITH PUBLIC OFFICER,2015,1
8343002,45-64,MOTOR VEHICLE THEFT,2015,1
8343002,45-64,NARCOTICS,2015,3
8343002,45-64,OFFENSE INVOLVING CHILDREN,2015,1
8343002,45-64,PUBLIC PEACE VIOLATION,2015,1
8343002,45-64,ROBBERY,2015,2
8343002,45-64,THEFT,2015,6
8343003,65+,BATTERY,2015,2
8343003,65+,CRIMINAL DAMAGE,2015,1
8343003,65+,MOTOR VEHICLE THEFT,2015,1
8343003,65+,NARCOTICS,2015,2
8343003,65+,OTHER OFFENSE,2015,2
8343003,65+,THEFT,2015,4
8343004,45-64,BATTERY,2015,1
8343004,45-64,BURGLARY,2015,1
8343004,45-64,CRIMINAL DAMAGE,2015,1
8343004,45-64,CRIMINAL TRESPASS,2015,1
8343004,45-64,DECEPTIVE PRACTICE,2015,1
8343004,45-64,NARCOTICS,2015,5
8343004,45-64,ROBBERY,2015,1
8343004,45-64,WEAPONS VIOLATION,2015,1
8343005,25-44,DECEPTIVE PRACTICE,2015,2
8343005,25-44,MOTOR VEHICLE THEFT,2015,2
8343005,25-44,PROSTITUTION,2015,1
8343005,25-44,THEFT,2015,1
8343006,45-64,CRIMINAL DAMAGE,2015,5
8343006,45-64,CRIMINAL TRESPASS,2015,1
8343006,45-64,DECEPTIVE PRACTICE,2015,1
8343006,45-64,MOTOR VEHICLE THEFT,2015,1
8343006,45-64,OFFENSE INVOLVING CHILDREN,2015,1
8343006,45-64,THEFT,2015,4
8344001,25-44,ASSAULT,2015,2
8344001,25-44,BATTERY,2015,1
8344001,25-44,CRIMINAL DAMAGE,2015,2
8344001,25-44,NARCOTICS,2015,1
8344001,25-44,THEFT,2015,1
8344002,25-44,BURGLARY,2015,1
8344002,25-44,CRIMINAL DAMAGE,2015,1
8344002,25-44,CRIMINAL TRESPASS,2015,1
8344002,25-44,NARCOTICS,2015,1
8344002,25-44,THEFT,2015,1
8344003,25-44,BATTERY,2015,3
8344003,25-44,CRIMINAL TRESPASS,2015,1
8344003,25-44,DECEPTIVE PRACTICE,2015,1
8344003,25-44,MOTOR VEHICLE THEFT,2015,1
8344003,25-44,NARCOTICS,2015,1
8344003,25-44,ROBBERY,2015,1
8344003,25-44,THEFT,2015,2
8345001,5-17,ASSAULT,2015,1
8345001,5-17,BATTERY,2015,7
8345001,5-17,DECEPTIVE PRACTICE,2015,1
8345001,5-17,NARCOTICS,2015,2
8345001,5-17,OTHER OFFENSE,2015,2
8345001,5-17,PUBLIC PEACE VIOLATION,2015,1
8345001,5-17,ROBBERY,2015,1
8345001,5-17,THEFT,2015,1
8346001,5-17,ASSAULT,2015,1
