rownumber,name,address,license desc,business desc,tract_block 
139542,"CAREY WEST, INC.",10910 S WESTERN AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,7401004001
139579,"QUICK SHOP, INC. CHICAGO",2901 W IRVING PARK RD 1ST,Package Goods,Retail Sales of Packaged Liquor,1504021017
139608,"CAREY WEST, INC.",10910 S WESTERN AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,7401004001
139628,"21 EAST BELLEVUE MANAGEMENT, LLC",1015 N RUSH ST,Caterer's Liquor License,Catering of Liquor To Events,8366002007
139637,SHARIF'S FOOD & LIQUORS INC.,5659 S RACINE AVE 1,Package Goods,Retail Sales of Packaged Liquor,6702001018
139686,"CAREY WEST, INC.",10910 S WESTERN AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,7401004001
139701,"JOHN & ZOFIA'S LIQ & DELI, INC",5076 S ARCHER AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,5703004021
139723,"RUSH ONTARIO, LLC",630 N RUSH ST,Package Goods,Retail Sales of Packaged Liquor,2315006007
139727,"CAREY WEST, INC.",10910 S WESTERN AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,7401004001
139731,"QUICK SHOP, INC. CHICAGO",2901 W IRVING PARK RD 1ST,Package Goods,Retail Sales of Packaged Liquor,1504021017
139746,"QUICK SHOP, INC. CHICAGO",2901 W IRVING PARK RD 1ST,Package Goods,Retail Sales of Packaged Liquor,1504021017
139772,"CAREY WEST, INC.",10910 S WESTERN AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,7401004001
139818,"CAREY WEST, INC.",10910 S WESTERN AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,7401004001
139830,"QUICK SHOP, INC. CHICAGO",2901 W IRVING PARK RD 1ST,Package Goods,Retail Sales of Packaged Liquor,1504021017
139842,"CAREY WEST, INC.",10910 S WESTERN AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,7401004001
139843,"CAREY WEST, INC.",10910 S WESTERN AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,7401004001
139850,"QUICK SHOP, INC. CHICAGO",2901 W IRVING PARK RD 1ST,Package Goods,Retail Sales of Packaged Liquor,1504021017
139853,"CAREY WEST, INC.",10910 S WESTERN AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,7401004001
139870,"QUICK SHOP, INC. CHICAGO",2901 W IRVING PARK RD 1ST,Package Goods,Retail Sales of Packaged Liquor,1504021017
139877,"QUICK SHOP, INC. CHICAGO",2901 W IRVING PARK RD 1ST,Package Goods,Retail Sales of Packaged Liquor,1504021017
139887,"QUICK SHOP, INC. CHICAGO",2901 W IRVING PARK RD 1ST,Package Goods,Retail Sales of Packaged Liquor,1504021017
139891,"CAREY WEST, INC.",10910 S WESTERN AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,7401004001
139921,"QUICK SHOP, INC. CHICAGO",2901 W IRVING PARK RD 1ST,Package Goods,Retail Sales of Packaged Liquor,1504021017
139933,"CAREY WEST, INC.",10910 S WESTERN AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,7401004001
139945,"QUICK SHOP, INC. CHICAGO",2901 W IRVING PARK RD 1ST,Package Goods,Retail Sales of Packaged Liquor,1504021017
139949,"CAREY WEST, INC.",10910 S WESTERN AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,7401004001
139959,"QUICK SHOP, INC. CHICAGO",2901 W IRVING PARK RD 1ST,Package Goods,Retail Sales of Packaged Liquor,1504021017
139978,"QUICK SHOP, INC. CHICAGO",2901 W IRVING PARK RD 1ST,Package Goods,Retail Sales of Packaged Liquor,1504021017
139980,"KAZIMIERZANKA, INC.",4785 S ARCHER AVE,Tavern,Tavern - Consumption of Liquor on Premise,5704001005
139983,"QUICK SHOP, INC. CHICAGO",2901 W IRVING PARK RD 1ST,Package Goods,Retail Sales of Packaged Liquor,1504021017
140014,"RIVER-LITES,LTD.",2506-2508 N CLYBOURN AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,8316002003
140018,"SYRENA'S BALTIC LOUNGE, INC.",4276 S ARCHER AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,5804001013
140054,PATIO THEATRE LLC,6008 W IRVING PARK RD 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1505023010
140089,"SYRENA'S BALTIC LOUNGE, INC.",4276 S ARCHER AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,5804001013
140108,"SYRENA'S BALTIC LOUNGE, INC.",4276 S ARCHER AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,5804001013
140143,"La Palma Supermercado, Inc",4173 S ARCHER AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,5805013015
140158,"SYRENA'S BALTIC LOUNGE, INC.",4276 S ARCHER AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,5804001013
140166,"III FORKS CHICAGO, LP",180 N FIELD BLVD 2ND FLR & ROOFTOP 208,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8378001002
140170,4555 N RAVENSWOOD INC.,4557 N RAVENSWOOD AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1503007016
140201,"SYRENA'S BALTIC LOUNGE, INC.",4276 S ARCHER AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,5804001013
140205,"SHIV SHAKTI INVESTMENT, INC.",5530 N MILWAUKEE AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,1006001017
140230,OHIO ACQUISITION LLC,212 E OHIO ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2435002031
140235,"III FORKS CHICAGO, LP",180 N FIELD BLVD 2ND FLR & ROOFTOP 208,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8378001002
140245,"SYRENA'S BALTIC LOUNGE, INC.",4276 S ARCHER AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,5804001013
140305,"SYRENA'S BALTIC LOUNGE, INC.",4276 S ARCHER AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,5804001013
140338,"EL PLAN, INC.",2532 W 51ST ST 1,Tavern,Tavern - Consumption of Liquor on Premise,6304001003
140374,"SYRENA'S BALTIC LOUNGE, INC.",4276 S ARCHER AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,5804001013
140375,"SYRENA'S BALTIC LOUNGE, INC.",4276 S ARCHER AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,5804001013
140408,"SYRENA'S BALTIC LOUNGE, INC.",4276 S ARCHER AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,5804001013
140419,"SYRENA'S BALTIC LOUNGE, INC.",4276 S ARCHER AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,5804001013
140420,"PLAY 18 INDOOR GOLF FACILITY, LLC",17 N WABASH AVE 3RD 300,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2801002015
140441,"HQ ENTERPRISES, LLC",4114 N KEDZIE AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1603001009
140507,"SYRENA'S BALTIC LOUNGE, INC.",4276 S ARCHER AVE 1,Tavern,Tavern - Consumption of Liquor on Premise,5804001013
140591,ACAPULCO NIGHT CLUB CORP.,3433 W FULLERTON AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1912001002
140655,ACAPULCO NIGHT CLUB CORP.,3433 W FULLERTON AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1912001002
140731,MARZEPOL INC,3620 S CALIFORNIA AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,5802001024
140879,ACAPULCO NIGHT CLUB CORP.,3433 W FULLERTON AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1912001002
140883,2834 SOUTHPORT LLC,2834 N SOUTHPORT AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8315001025
140897,BENARA CORPORATION,2948 - 2950 W 59TH ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,6501001003
140945,ACAPULCO NIGHT CLUB CORP.,3433 W FULLERTON AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1912001002
140959,ACAPULCO NIGHT CLUB CORP.,3433 W FULLERTON AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1912001002
141010,ACAPULCO NIGHT CLUB CORP.,3433 W FULLERTON AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1912001002
141087,KRYSTAN INCORPORATED,3236 W 55TH ST  1,Tavern,Tavern - Consumption of Liquor on Premise,6203001001
141157,LUDWIK ENTERPRISES INC,4152-4158 W 47TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5604001003
141312,ACAPULCO NIGHT CLUB CORP.,3433 W FULLERTON AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1912001002
141327,ADAM'S FOOD / LIQUOR INC.,215-219 S WESTERN AVE 1,Package Goods,Retail Sales of Packaged Liquor,8370001001
141392,ACAPULCO NIGHT CLUB CORP.,3433 W FULLERTON AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1912001002
141466,"R.G. RESTAURANT, INC.",1374 W GRAND AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2430002014
141697,1344 EAST 67TH STREET CORP.,1344 E 67TH ST 1,Package Goods,Retail Sales of Packaged Liquor,6809003007
141741,JOSEPH & JOHN  MILKOWSKI,3084 N MILWAUKEE AVE,Tavern,Tavern - Consumption of Liquor on Premise,1801001012
141792,"SERUMIDO, LTD.",1769 W SUNNYSIDE AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1505013003
141832,ACAPULCO NIGHT CLUB CORP.,3433 W FULLERTON AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1912001002
141890,ACAPULCO NIGHT CLUB CORP.,3433 W FULLERTON AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1912001002
142024,ALIVE & KICKING INC,3806 W 47TH ST 1ST,Tavern,Tavern - Consumption of Liquor on Premise,5704001007
142094,ACAPULCO NIGHT CLUB CORP.,3433 W FULLERTON AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1912001002
142170,ACAPULCO NIGHT CLUB CORP.,3433 W FULLERTON AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1912001002
142221,"TALBOTT ASSOCIATES, LP",10-20 E DELAWARE PL,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
142267,"MAISON CUISINE, INC.",324 N LEAVITT ST,Caterer's Liquor License,Catering of Liquor To Events,8368001004
142328,"TALBOTT ASSOCIATES, LP",10-20 E DELAWARE PL,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
142616,"WHOLE FOODS MARKET GROUP, INC.",3300 N ASHLAND AVE 1ST,Package Goods,Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,8311003021
142694,"FARIS, INC.",1438 W 95TH ST,Package Goods,Retail Sales of Packaged Liquor,7203001001
142746,SHAKE SHACK CAA CHICAGO LLC,12 S MICHIGAN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2819003001
142756,"AURELIO'S PIZZA SOUTH LOOP, LLC",1212 S MICHIGAN AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8415001000
142826,"306 N. HALSTED, INC.",306 N HALSTED ST 1ST,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",8378001002
142841,"AURELIO'S PIZZA SOUTH LOOP, LLC",1212 S MICHIGAN AVE 1ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8415001000
143049,"306 N. HALSTED, INC.",306 N HALSTED ST 1ST,Tavern,Tavern - Consumption of Liquor on Premise,8378001002
143071,"PEREZ, INC",4129 S ARCHER AVE,Package Goods,Retail Sales of Packaged Liquor,5805013003
143083,"ENGLEWOOD MARKET, INC.",6055-6057 S RACINE AVE 1ST,Package Goods,Retail Sales of Packaged Liquor,6404002019
143272,DELISH INC.,2018 W DIVISION ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2507003005
143285,"WHOLE FOODS MARKET GROUP, INC.",3300 N ASHLAND AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8311003021
143348,"FRANKIE'S PLACE, INC.",2607 W 47TH ST,Tavern,Tavern - Consumption of Liquor on Premise,8428003011
143349,"FRANKIE'S PLACE, INC.",2607 W 47TH ST,Tavern,Tavern - Consumption of Liquor on Premise,8428003011
143365,"FRANKIE'S PLACE, INC.",2607 W 47TH ST,Tavern,Tavern - Consumption of Liquor on Premise,8428003011
143404,"FRANKIE'S PLACE, INC.",2607 W 47TH ST,Tavern,Tavern - Consumption of Liquor on Premise,8428003011
143422,"MARISCOS EL ABUELO Y YO, INC.",3752 S KEDZIE AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8305001032
143424,"FRANKIE'S PLACE, INC.",2607 W 47TH ST,Tavern,Tavern - Consumption of Liquor on Premise,8428003011
143460,"FRANKIE'S PLACE, INC.",2607 W 47TH ST,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8428003011
143463,"FRANKIE'S PLACE, INC.",2607 W 47TH ST,Tavern,Tavern - Consumption of Liquor on Premise,8428003011
143465,"FRANKIE'S PLACE, INC.",2607 W 47TH ST,Tavern,Tavern - Consumption of Liquor on Premise,8428003011
143471,"FRANKIE'S PLACE, INC.",2607 W 47TH ST,Tavern,Tavern - Consumption of Liquor on Premise,8428003011
143500,"FRANKIE'S PLACE, INC.",2607 W 47TH ST,Tavern,Tavern - Consumption of Liquor on Premise,8428003011
143518,"FRANKIE'S PLACE, INC.",2607 W 47TH ST,Tavern,Tavern - Consumption of Liquor on Premise,8428003011
143542,"FRANKIE'S PLACE, INC.",2607 W 47TH ST,Tavern,Tavern - Consumption of Liquor on Premise,8428003011
143560,DK'S CORPORATION,1930 W FOSTER AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,1006003031
143579,"FRANKIE'S PLACE, INC.",2607 W 47TH ST,Tavern,Tavern - Consumption of Liquor on Premise,8428003011
143594,AMERICAN DRUG STORES LLC,102 W DIVISION ST 1 AND 2,Package Goods,Pharmacy / Photo Services | Retail Sales of General Merchandise | Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Packaged Liquor on Sundays from 8AM - 11AM | Retail Sales of Packaged Liquor,2507003005
143628,SOO CORP.,1265 N MILWAUKEE AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2306002002
143677,1119 W WEBSTER RESTAURANT LLC,1119 - 1121 W WEBSTER AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1911005014
143683,"FRANKIE'S PLACE, INC.",2607 W 47TH ST,Tavern,Tavern - Consumption of Liquor on Premise,8428003011
143723,"FRANKIE'S PLACE, INC.",2607 W 47TH ST,Tavern,Tavern - Consumption of Liquor on Premise,8428003011
143749,"FRANKIE'S PLACE, INC.",2607 W 47TH ST,Tavern,Tavern - Consumption of Liquor on Premise,8428003011
143761,MAGIC JUG LLC,912 N WESTERN AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2513005008
143785,"JAMAICA JERK VILLA, INC.",2216 S MICHIGAN AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8407003019
143819,HENRY L HOSKIN,7432 S RACINE AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,6611005022
143861,"SPIRITS BEER & WINE, LLC",8103-8107 S HALSTED ST,Package Goods,Retail Sales of General Merchandise and Non-Perishable Food | Retail Sales of Packaged Liquor,7003011011
143876,"7400 SOUTH HALSTED FOOD AND LIQUORS, INC.",7400 S HALSTED ST,Package Goods,Retail Sales of Packaged Liquor,6611002004
143926,"7400 SOUTH HALSTED FOOD AND LIQUORS, INC.",7400 S HALSTED ST,Package Goods,Retail Sales of Packaged Liquor,6611002004
143930,"7400 SOUTH HALSTED FOOD AND LIQUORS, INC.",7400 S HALSTED ST,Package Goods,Retail Sales of Packaged Liquor,6611002004
143945,AMERICAN DRUG STORES LLC,102 W DIVISION ST 1 AND 2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2507003005
143957,"7400 SOUTH HALSTED FOOD AND LIQUORS, INC.",7400 S HALSTED ST,Package Goods,Retail Sales of Packaged Liquor,6611002004
143968,"7400 SOUTH HALSTED FOOD AND LIQUORS, INC.",7400 S HALSTED ST,Package Goods,Retail Sales of Packaged Liquor,6611002004
143970,"7400 SOUTH HALSTED FOOD AND LIQUORS, INC.",7400 S HALSTED ST,Package Goods,Retail Sales of Packaged Liquor,6611002004
143987,"7400 SOUTH HALSTED FOOD AND LIQUORS, INC.",7400 S HALSTED ST,Package Goods,Retail Sales of Packaged Liquor,6611002004
143991,"J.M.L. FIRST VENTURE, INC.",4058 W 47TH ST 1ST FRONT,Tavern,Tavern - Consumption of Liquor on Premise,5604001003
144067,"7400 SOUTH HALSTED FOOD AND LIQUORS, INC.",7400 S HALSTED ST,Package Goods,Retail Sales of Packaged Liquor,6611002004
144087,"7400 SOUTH HALSTED FOOD AND LIQUORS, INC.",7400 S HALSTED ST,Package Goods,Retail Sales of Packaged Liquor,6611002004
144166,"7400 SOUTH HALSTED FOOD AND LIQUORS, INC.",7400 S HALSTED ST,Package Goods,Retail Sales of Packaged Liquor,6611002004
144192,"WICKER PARK WINE & SPIRITS, INC.",2006 W DIVISION ST,Package Goods,Retail Sales of Packaged Liquor,2507003005
144193,"7400 SOUTH HALSTED FOOD AND LIQUORS, INC.",7400 S HALSTED ST,Package Goods,Retail Sales of Packaged Liquor,6611002004
144197,"7400 SOUTH HALSTED FOOD AND LIQUORS, INC.",7400 S HALSTED ST,Package Goods,Retail Sales of Packaged Liquor,6611002004
144231,"D & A FOOD & LIQUOR, INC.",1601 W GARFIELD BLVD,Package Goods,Retail Sales of Packaged Liquor,6203001001
144268,"7400 SOUTH HALSTED FOOD AND LIQUORS, INC.",7400 S HALSTED ST,Package Goods,Retail Sales of Packaged Liquor,6611002004
144270,ONION ERIE ENTERPRISES LLC,343 W ERIE ST 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2315006007
144275,MADISON-LOTUS CORPORATION,5439 W MADISON ST,Package Goods,Retail Sales of Packaged Liquor,2519004007
144487,03659 S INDIANA CORP,3659 S INDIANA AVE  1ST,Tavern,Tavern - Consumption of Liquor on Premise,3514001012
144568,"AARNA STORES, INCORPORATED",627 W JACKSON BLVD 1ST,Package Goods,Retail Sales of Packaged Liquor,8370001000
144610,"THE BIG FOUR, LLC",5400-5402 N CLARK ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1006004053
144684,"THE BIG FOUR, LLC",5400 N CLARK ST 2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1006004053
144738,18 HUBBARD STREET LLC,14-18 W HUBBARD ST 1ST & BSMT,Tavern,Tavern - Consumption of Liquor on Premise,2430002014
144800,THE WALKOSZ INN CORP.,4427 S KEDZIE AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,5804004003
144826,P AND SD INC.,2003 W 69TH ST  1ST,Package Goods,Retail Sales of Packaged Liquor,6609003010
144873,"L.A.C.O., INC.",2743 W DIVISION ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2507003005
145023,"The National Guard of Lithuania in Exile, Incorporated",2417 W POPE JOHN PAUL II DR 1ST,Not-For-Profit Club,"Consumption of Liquor on Premises, Not for Profit",5805023004
145054,MICHI'S INC.,3214 W 47TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5804003019
145063,"VENUE LOGIC, LLC",2300 S THROOP ST,Caterer's Liquor License,Catering of Liquor To Events,3009002003
145197,AMK GROUP LLC,1954 W ARMITAGE AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1911003009
145248,"PANZA, LLC",433-439 N STATE ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2430002014
145322,"MARAVILLAS, INC.",5506 S LAKE PARK AVE 1 111,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5607001001
145409,"75TH STREET ENTERTAINMENT, INC.",1530 E 75TH ST,Tavern,Tavern - Consumption of Liquor on Premise,6611002004
145430,"DMK BURGER BAR I, LLC",2954 N SHEFFIELD AVE 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1904021029
145458,EL TARASCO RIVERA INC,4358 W 51ST ST BSMT-1STFLOOR,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8352001006
145496,"CESCAS MARGARITA BAR & GRILL, INC.",5403 N CLARK ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1006004026
145524,"RAYAN'S RESTAURANT & LIQUORS, INC.",4553 - 4559 N CLARK ST,Package Goods,Retail Sales of Packaged Liquor,1503007016
145545,"PANZA, LLC",30 E HUBBARD ST LL,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2430002014
145631,"BRG CATERING, LLC",531 N WELLS ST 1,Caterer's Liquor License,Catering of Liquor To Events,2432002010
145672,HAISOUS LLC,1800-1802 S CARPENTER ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2925004000
145729,J P ENVIRONMENTAL PRODUCTS CORPORATION,3254 W LAWRENCE AVE 1,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1404005035
145742,MAVERICK ORGANIZATION INC,5335 N SHERIDAN RD,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1005005016
145798,"MEXCALTITAN, INC.",6560 W FULLERTON AVE,Outdoor Patio,Sale of Liquor Outdoors on Private Property,8316005019
145850,"PIZZA SWEDE, INCORPORATED",1508-1512 W BERWYN AVE,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1005005034
145923,"BAR-ISTA, LLC",1133 W GRANVILLE AVE,Outdoor Patio,Sale of Liquor Outdoors on Private Property,208024008
145967,"GOOD TASTE TWO, INC.",6349-6353 N CLARK ST 1ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,208024001
145996,INGRACE'S COMPANY VII INC.,1 S FRANKLIN ST 2,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,2819003001
146000,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8370001001
146013,WRIGHTWOOD TAP CORPORATION,1059 W WRIGHTWOOD AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,8316002003
146016,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,Caterer's Liquor License,Catering of Liquor To Events,8370001001
146039,WRIGHTWOOD TAP CORPORATION,1059 W WRIGHTWOOD AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,8316002003
146048,"HEARTH AND CRUST, INC.",3608 W IRVING PARK RD,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,1504021017
146067,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8370001001
146104,WRIGHTWOOD TAP CORPORATION,1059 W WRIGHTWOOD AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,8316002003
146110,WRIGHTWOOD TAP CORPORATION,1059 W WRIGHTWOOD AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,8316002003
146112,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,Caterer's Liquor License,Catering of Liquor To Events,8370001001
146120,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,Caterer's Liquor License,Catering of Liquor To Events,8370001001
146129,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,Caterer's Liquor License,Catering of Liquor To Events,8370001001
146131,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8370001001
146142,WRIGHTWOOD TAP CORPORATION,1059 W WRIGHTWOOD AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,8316002003
146159,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,Caterer's Liquor License,Catering of Liquor To Events,8370001001
146163,WRIGHTWOOD TAP CORPORATION,1059 W WRIGHTWOOD AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,8316002003
146165,WRIGHTWOOD TAP CORPORATION,1059 W WRIGHTWOOD AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,8316002003
146177,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,Caterer's Liquor License,Catering of Liquor To Events,8370001001
146195,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8370001001
146201,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8370001001
146210,WRIGHTWOOD TAP CORPORATION,1059 W WRIGHTWOOD AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,8316002003
146232,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8370001001
146235,"GORDON LOUNGE, INC",10350 S WESTERN AVE,Late Hour,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",7402004007
146243,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8370001001
146244,WRIGHTWOOD TAP CORPORATION,1059 W WRIGHTWOOD AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,8316002003
146254,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,Caterer's Liquor License,Catering of Liquor To Events,8370001001
146267,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,Caterer's Liquor License,Catering of Liquor To Events,8370001001
146270,"EL MUELLE, INC.",4253 W 47TH ST,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,5604001003
146288,"THE NEW SOME PLACE ELSE, INC.",11043 S ASHLAND AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,7403003015
146292,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,Caterer's Liquor License,Catering of Liquor To Events,8370001001
146307,"HIGHLAND PARK CVS, L.L.C.",520 S STATE ST 1,Package Goods,Retail Sales of Packaged Liquor,2606002008
146322,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,Package Goods,Retail Sales of Packaged Liquor,8370001001
146325,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8370001001
146327,WRIGHTWOOD TAP CORPORATION,1059 W WRIGHTWOOD AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,8316002003
146340,WRIGHTWOOD TAP CORPORATION,1059 W WRIGHTWOOD AVE 1ST,Tavern,Tavern - Consumption of Liquor on Premise,8316002003
146344,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8370001001
146345,"THE METROPOLITAN CLUB OF CHICAGO, INC.",233 S WACKER DR 67TH,Consumption on Premises - Incidental Activity,Consumption of Liquor on Premises,8370001001
