year,Census Block,Age Group,Crime Type,#Crimes
2016,7203001,45-64,MOTOR VEHICLE THEFT,1
2015,7203001,45-64,NARCOTICS,12
2016,7203001,45-64,NARCOTICS,6
2016,7203001,45-64,OFFENSE INVOLVING CHILDREN,3
2015,7203001,45-64,OTHER OFFENSE,8
2016,7203001,45-64,OTHER OFFENSE,7
2015,7203001,45-64,PUBLIC PEACE VIOLATION,1
2016,7203001,45-64,PUBLIC PEACE VIOLATION,2
2015,7203001,45-64,ROBBERY,3
2016,7203001,45-64,ROBBERY,6
2015,7203001,45-64,THEFT,40
2016,7203001,45-64,THEFT,16
2015,7203002,45-64,ASSAULT,8
2016,7203002,45-64,ASSAULT,5
2015,7203002,45-64,BATTERY,22
2016,7203002,45-64,BATTERY,6
2015,7203002,45-64,BURGLARY,9
2016,7203002,45-64,BURGLARY,4
2015,7203002,45-64,CRIM SEXUAL ASSAULT,1
2015,7203002,45-64,CRIMINAL DAMAGE,28
2016,7203002,45-64,CRIMINAL DAMAGE,10
2015,7203002,45-64,CRIMINAL TRESPASS,7
2015,7203002,45-64,DECEPTIVE PRACTICE,8
2016,7203002,45-64,DECEPTIVE PRACTICE,7
2015,7203002,45-64,GAMBLING,1
2015,7203002,45-64,MOTOR VEHICLE THEFT,5
2016,7203002,45-64,MOTOR VEHICLE THEFT,2
2015,7203002,45-64,NARCOTICS,5
2016,7203002,45-64,NARCOTICS,3
2015,7203002,45-64,OFFENSE INVOLVING CHILDREN,2
2016,7203002,45-64,OFFENSE INVOLVING CHILDREN,1
2015,7203002,45-64,OTHER OFFENSE,12
2016,7203002,45-64,OTHER OFFENSE,7
2015,7203002,45-64,ROBBERY,4
2016,7203002,45-64,ROBBERY,4
2015,7203002,45-64,THEFT,43
2016,7203002,45-64,THEFT,11
2015,7203002,45-64,WEAPONS VIOLATION,1
2016,7203002,45-64,WEAPONS VIOLATION,1
2015,7203003,45-64,ASSAULT,1
2016,7203003,45-64,ASSAULT,2
2015,7203003,45-64,BATTERY,2
2016,7203003,45-64,BATTERY,2
2015,7203003,45-64,BURGLARY,2
2016,7203003,45-64,BURGLARY,1
2015,7203003,45-64,CRIMINAL DAMAGE,2
2016,7203003,45-64,CRIMINAL DAMAGE,2
2015,7203003,45-64,DECEPTIVE PRACTICE,1
2015,7203003,45-64,MOTOR VEHICLE THEFT,1
2015,7203003,45-64,NARCOTICS,1
2015,7203003,45-64,OFFENSE INVOLVING CHILDREN,1
2015,7203003,45-64,OTHER OFFENSE,2
2016,7203003,45-64,OTHER OFFENSE,1
2015,7203003,45-64,PUBLIC PEACE VIOLATION,1
2015,7203003,45-64,THEFT,5
2016,7203003,45-64,THEFT,3
2015,7203004,45-64,ASSAULT,3
2016,7203004,45-64,ASSAULT,3
2015,7203004,45-64,BATTERY,7
2016,7203004,45-64,BATTERY,3
2015,7203004,45-64,BURGLARY,3
2016,7203004,45-64,BURGLARY,2
2015,7203004,45-64,CRIM SEXUAL ASSAULT,1
2015,7203004,45-64,CRIMINAL DAMAGE,3
2015,7203004,45-64,CRIMINAL TRESPASS,1
2016,7203004,45-64,CRIMINAL TRESPASS,1
2014,7203004,45-64,DECEPTIVE PRACTICE,1
2015,7203004,45-64,DECEPTIVE PRACTICE,2
2016,7203004,45-64,DECEPTIVE PRACTICE,2
2015,7203004,45-64,MOTOR VEHICLE THEFT,4
2016,7203004,45-64,MOTOR VEHICLE THEFT,4
2015,7203004,45-64,NARCOTICS,1
2015,7203004,45-64,OTHER OFFENSE,5
2016,7203004,45-64,OTHER OFFENSE,4
2015,7203004,45-64,THEFT,18
2016,7203004,45-64,THEFT,1
2015,7204001,45-64,ASSAULT,14
2016,7204001,45-64,ASSAULT,6
2015,7204001,45-64,BATTERY,23
2016,7204001,45-64,BATTERY,18
2015,7204001,45-64,BURGLARY,13
2016,7204001,45-64,BURGLARY,3
2015,7204001,45-64,CRIM SEXUAL ASSAULT,2
2015,7204001,45-64,CRIMINAL DAMAGE,28
2016,7204001,45-64,CRIMINAL DAMAGE,4
2015,7204001,45-64,CRIMINAL TRESPASS,2
2015,7204001,45-64,DECEPTIVE PRACTICE,9
2016,7204001,45-64,DECEPTIVE PRACTICE,4
2016,7204001,45-64,INTIMIDATION,1
2015,7204001,45-64,KIDNAPPING,1
2016,7204001,45-64,KIDNAPPING,1
2015,7204001,45-64,MOTOR VEHICLE THEFT,8
2016,7204001,45-64,MOTOR VEHICLE THEFT,2
2015,7204001,45-64,NARCOTICS,11
2016,7204001,45-64,NARCOTICS,2
2015,7204001,45-64,OFFENSE INVOLVING CHILDREN,2
2016,7204001,45-64,OFFENSE INVOLVING CHILDREN,1
2015,7204001,45-64,OTHER OFFENSE,10
2016,7204001,45-64,OTHER OFFENSE,6
2015,7204001,45-64,ROBBERY,6
2016,7204001,45-64,ROBBERY,3
2015,7204001,45-64,THEFT,24
2016,7204001,45-64,THEFT,10
2015,7204001,45-64,WEAPONS VIOLATION,4
2016,7204001,45-64,WEAPONS VIOLATION,1
2015,7204002,25-44,ASSAULT,5
2016,7204002,25-44,ASSAULT,4
2015,7204002,25-44,BATTERY,9
2016,7204002,25-44,BATTERY,7
2015,7204002,25-44,BURGLARY,3
2015,7204002,25-44,CRIMINAL DAMAGE,17
2016,7204002,25-44,CRIMINAL DAMAGE,5
2015,7204002,25-44,CRIMINAL TRESPASS,2
2016,7204002,25-44,CRIMINAL TRESPASS,1
2015,7204002,25-44,DECEPTIVE PRACTICE,10
2016,7204002,25-44,DECEPTIVE PRACTICE,3
2017,7204002,25-44,DECEPTIVE PRACTICE,1
2015,7204002,25-44,MOTOR VEHICLE THEFT,2
2015,7204002,25-44,NARCOTICS,3
2016,7204002,25-44,NARCOTICS,3
2015,7204002,25-44,OFFENSE INVOLVING CHILDREN,1
2015,7204002,25-44,OTHER OFFENSE,8
2016,7204002,25-44,OTHER OFFENSE,2
2016,7204002,25-44,PUBLIC PEACE VIOLATION,1
2015,7204002,25-44,ROBBERY,5
2016,7204002,25-44,ROBBERY,1
2015,7204002,25-44,THEFT,26
2016,7204002,25-44,THEFT,3
2015,7205001,45-64,ARSON,1
2016,7205001,45-64,ARSON,1
2015,7205001,45-64,ASSAULT,66
2016,7205001,45-64,ASSAULT,29
2015,7205001,45-64,BATTERY,149
2016,7205001,45-64,BATTERY,65
2018,7205001,45-64,BATTERY,2
2015,7205001,45-64,BURGLARY,39
2016,7205001,45-64,BURGLARY,15
2015,7205001,45-64,CRIM SEXUAL ASSAULT,2
2015,7205001,45-64,CRIMINAL DAMAGE,74
2016,7205001,45-64,CRIMINAL DAMAGE,41
2018,7205001,45-64,CRIMINAL DAMAGE,1
2015,7205001,45-64,CRIMINAL TRESPASS,22
2016,7205001,45-64,CRIMINAL TRESPASS,12
2014,7205001,45-64,DECEPTIVE PRACTICE,1
2015,7205001,45-64,DECEPTIVE PRACTICE,36
2016,7205001,45-64,DECEPTIVE PRACTICE,21
2008,7205001,45-64,HOMICIDE,2
2009,7205001,45-64,HOMICIDE,3
2015,7205001,45-64,INTERFERENCE WITH PUBLIC OFFICER,2
2016,7205001,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
2015,7205001,45-64,KIDNAPPING,3
2015,7205001,45-64,MOTOR VEHICLE THEFT,19
2016,7205001,45-64,MOTOR VEHICLE THEFT,19
2015,7205001,45-64,NARCOTICS,27
2016,7205001,45-64,NARCOTICS,12
2015,7205001,45-64,OFFENSE INVOLVING CHILDREN,5
2016,7205001,45-64,OFFENSE INVOLVING CHILDREN,8
2015,7205001,45-64,OTHER OFFENSE,46
2016,7205001,45-64,OTHER OFFENSE,29
2015,7205001,45-64,PROSTITUTION,2
2015,7205001,45-64,PUBLIC PEACE VIOLATION,6
2016,7205001,45-64,PUBLIC PEACE VIOLATION,1
2015,7205001,45-64,ROBBERY,22
2016,7205001,45-64,ROBBERY,12
2017,7205001,45-64,ROBBERY,1
2018,7205001,45-64,ROBBERY,1
2015,7205001,45-64,SEX OFFENSE,3
2016,7205001,45-64,SEX OFFENSE,1
2015,7205001,45-64,THEFT,157
2016,7205001,45-64,THEFT,54
2015,7205001,45-64,WEAPONS VIOLATION,7
2016,7205001,45-64,WEAPONS VIOLATION,9
2015,7205002,45-64,ASSAULT,3
2016,7205002,45-64,ASSAULT,2
2015,7205002,45-64,BATTERY,8
2016,7205002,45-64,BATTERY,5
2015,7205002,45-64,BURGLARY,9
2016,7205002,45-64,BURGLARY,2
2015,7205002,45-64,CRIM SEXUAL ASSAULT,1
2018,7205002,45-64,CRIM SEXUAL ASSAULT,1
2015,7205002,45-64,CRIMINAL DAMAGE,5
2016,7205002,45-64,CRIMINAL DAMAGE,3
2015,7205002,45-64,CRIMINAL TRESPASS,1
2015,7205002,45-64,DECEPTIVE PRACTICE,2
2015,7205002,45-64,MOTOR VEHICLE THEFT,2
2016,7205002,45-64,MOTOR VEHICLE THEFT,1
2015,7205002,45-64,NARCOTICS,3
2016,7205002,45-64,NARCOTICS,1
2016,7205002,45-64,OFFENSE INVOLVING CHILDREN,2
2015,7205002,45-64,OTHER OFFENSE,3
2016,7205002,45-64,OTHER OFFENSE,2
2015,7205002,45-64,PROSTITUTION,1
2016,7205002,45-64,PUBLIC PEACE VIOLATION,1
2015,7205002,45-64,ROBBERY,1
2016,7205002,45-64,ROBBERY,1
2015,7205002,45-64,THEFT,5
2016,7205002,45-64,THEFT,1
2018,7205002,45-64,THEFT,1
2015,7205002,45-64,WEAPONS VIOLATION,1
2016,7205002,45-64,WEAPONS VIOLATION,1
2016,7207001,25-44,ASSAULT,1
2015,7207001,25-44,BATTERY,7
2016,7207001,25-44,BATTERY,3
2015,7207001,25-44,CRIMINAL DAMAGE,1
2016,7207001,25-44,CRIMINAL DAMAGE,5
2015,7207001,25-44,CRIMINAL TRESPASS,2
2015,7207001,25-44,DECEPTIVE PRACTICE,1
2015,7207001,25-44,MOTOR VEHICLE THEFT,1
2015,7207001,25-44,OFFENSE INVOLVING CHILDREN,2
2016,7207001,25-44,OFFENSE INVOLVING CHILDREN,2
2015,7207001,25-44,OTHER OFFENSE,4
2016,7207001,25-44,OTHER OFFENSE,2
2015,7207001,25-44,PUBLIC PEACE VIOLATION,1
2016,7207001,25-44,SEX OFFENSE,1
2015,7207001,25-44,THEFT,2
2016,7207001,25-44,THEFT,2
2016,7302011,25-44,ARSON,1
2015,7302011,25-44,ASSAULT,4
2016,7302011,25-44,ASSAULT,3
2015,7302011,25-44,BATTERY,8
2016,7302011,25-44,BATTERY,4
2015,7302011,25-44,BURGLARY,3
2016,7302011,25-44,BURGLARY,1
2015,7302011,25-44,CRIMINAL DAMAGE,11
2016,7302011,25-44,CRIMINAL DAMAGE,5
2016,7302011,25-44,CRIMINAL TRESPASS,1
2015,7302011,25-44,DECEPTIVE PRACTICE,8
2016,7302011,25-44,DECEPTIVE PRACTICE,3
2015,7302011,25-44,MOTOR VEHICLE THEFT,1
2016,7302011,25-44,MOTOR VEHICLE THEFT,2
2015,7302011,25-44,NARCOTICS,3
2016,7302011,25-44,NARCOTICS,2
2016,7302011,25-44,OFFENSE INVOLVING CHILDREN,1
2015,7302011,25-44,OTHER OFFENSE,7
2016,7302011,25-44,OTHER OFFENSE,5
2015,7302011,25-44,PUBLIC PEACE VIOLATION,1
2015,7302011,25-44,ROBBERY,4
2015,7302011,25-44,THEFT,10
2016,7302011,25-44,THEFT,2
2015,7302012,45-64,ARSON,3
2015,7302012,45-64,ASSAULT,39
2016,7302012,45-64,ASSAULT,22
2015,7302012,45-64,BATTERY,119
2016,7302012,45-64,BATTERY,47
2018,7302012,45-64,BATTERY,1
2015,7302012,45-64,BURGLARY,45
2016,7302012,45-64,BURGLARY,18
2015,7302012,45-64,CRIM SEXUAL ASSAULT,1
2016,7302012,45-64,CRIM SEXUAL ASSAULT,2
2015,7302012,45-64,CRIMINAL DAMAGE,75
2016,7302012,45-64,CRIMINAL DAMAGE,42
2015,7302012,45-64,CRIMINAL TRESPASS,8
2016,7302012,45-64,CRIMINAL TRESPASS,6
2014,7302012,45-64,DECEPTIVE PRACTICE,1
2015,7302012,45-64,DECEPTIVE PRACTICE,21
2016,7302012,45-64,DECEPTIVE PRACTICE,8
2015,7302012,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
2016,7302012,45-64,INTERFERENCE WITH PUBLIC OFFICER,2
2014,7302012,45-64,MOTOR VEHICLE THEFT,1
2015,7302012,45-64,MOTOR VEHICLE THEFT,16
2016,7302012,45-64,MOTOR VEHICLE THEFT,8
2015,7302012,45-64,NARCOTICS,16
2016,7302012,45-64,NARCOTICS,12
2015,7302012,45-64,OFFENSE INVOLVING CHILDREN,3
2016,7302012,45-64,OFFENSE INVOLVING CHILDREN,6
2015,7302012,45-64,OTHER OFFENSE,30
2016,7302012,45-64,OTHER OFFENSE,19
2015,7302012,45-64,PROSTITUTION,2
2015,7302012,45-64,PUBLIC PEACE VIOLATION,6
2015,7302012,45-64,ROBBERY,27
2016,7302012,45-64,ROBBERY,8
2015,7302012,45-64,SEX OFFENSE,1
2015,7302012,45-64,THEFT,83
2016,7302012,45-64,THEFT,41
2015,7302012,45-64,WEAPONS VIOLATION,10
2016,7302012,45-64,WEAPONS VIOLATION,2
2015,7302014,65+,ASSAULT,8
2016,7302014,65+,ASSAULT,9
2015,7302014,65+,BATTERY,24
2016,7302014,65+,BATTERY,20
2015,7302014,65+,BURGLARY,9
2016,7302014,65+,BURGLARY,4
2015,7302014,65+,CRIMINAL DAMAGE,15
2016,7302014,65+,CRIMINAL DAMAGE,20
2016,7302014,65+,CRIMINAL TRESPASS,1
2014,7302014,65+,DECEPTIVE PRACTICE,2
2015,7302014,65+,DECEPTIVE PRACTICE,11
2016,7302014,65+,DECEPTIVE PRACTICE,3
2009,7302014,65+,HOMICIDE,1
2015,7302014,65+,MOTOR VEHICLE THEFT,9
2016,7302014,65+,MOTOR VEHICLE THEFT,1
2015,7302014,65+,NARCOTICS,5
2016,7302014,65+,NARCOTICS,3
2015,7302014,65+,OFFENSE INVOLVING CHILDREN,2
2016,7302014,65+,OFFENSE INVOLVING CHILDREN,1
2015,7302014,65+,OTHER OFFENSE,6
2016,7302014,65+,OTHER OFFENSE,5
2015,7302014,65+,PUBLIC PEACE VIOLATION,1
2015,7302014,65+,ROBBERY,5
2016,7302014,65+,ROBBERY,3
2015,7302014,65+,SEX OFFENSE,1
2015,7302014,65+,THEFT,20
2016,7302014,65+,THEFT,10
2015,7302014,65+,WEAPONS VIOLATION,2
2016,7302014,65+,WEAPONS VIOLATION,3
2015,7302015,45-64,ASSAULT,34
2016,7302015,45-64,ASSAULT,15
2015,7302015,45-64,BATTERY,79
2016,7302015,45-64,BATTERY,48
2018,7302015,45-64,BATTERY,1
2015,7302015,45-64,BURGLARY,26
2016,7302015,45-64,BURGLARY,11
2018,7302015,45-64,BURGLARY,1
2015,7302015,45-64,CRIM SEXUAL ASSAULT,3
2015,7302015,45-64,CRIMINAL DAMAGE,42
2016,7302015,45-64,CRIMINAL DAMAGE,18
2015,7302015,45-64,CRIMINAL TRESPASS,14
2016,7302015,45-64,CRIMINAL TRESPASS,8
2014,7302015,45-64,DECEPTIVE PRACTICE,1
2015,7302015,45-64,DECEPTIVE PRACTICE,35
2016,7302015,45-64,DECEPTIVE PRACTICE,15
2015,7302015,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
2016,7302015,45-64,INTERFERENCE WITH PUBLIC OFFICER,2
2015,7302015,45-64,KIDNAPPING,1
2015,7302015,45-64,LIQUOR LAW VIOLATION,1
2015,7302015,45-64,MOTOR VEHICLE THEFT,17
2016,7302015,45-64,MOTOR VEHICLE THEFT,5
2015,7302015,45-64,NARCOTICS,22
2016,7302015,45-64,NARCOTICS,17
2015,7302015,45-64,OFFENSE INVOLVING CHILDREN,6
2016,7302015,45-64,OFFENSE INVOLVING CHILDREN,3
2015,7302015,45-64,OTHER OFFENSE,33
2016,7302015,45-64,OTHER OFFENSE,18
2015,7302015,45-64,PUBLIC PEACE VIOLATION,2
2016,7302015,45-64,PUBLIC PEACE VIOLATION,2
2015,7302015,45-64,ROBBERY,30
2016,7302015,45-64,ROBBERY,20
2015,7302015,45-64,SEX OFFENSE,3
2015,7302015,45-64,THEFT,108
2016,7302015,45-64,THEFT,45
2018,7302015,45-64,THEFT,1
2015,7302015,45-64,WEAPONS VIOLATION,7
2016,7302015,45-64,WEAPONS VIOLATION,1
2015,7302021,45-64,ARSON,1
2015,7302021,45-64,ASSAULT,29
2016,7302021,45-64,ASSAULT,14
2015,7302021,45-64,BATTERY,47
2016,7302021,45-64,BATTERY,28
2014,7302021,45-64,BURGLARY,1
2015,7302021,45-64,BURGLARY,17
2016,7302021,45-64,BURGLARY,12
2016,7302021,45-64,CRIM SEXUAL ASSAULT,2
2015,7302021,45-64,CRIMINAL DAMAGE,33
2016,7302021,45-64,CRIMINAL DAMAGE,13
2015,7302021,45-64,CRIMINAL TRESPASS,5
2016,7302021,45-64,CRIMINAL TRESPASS,5
2014,7302021,45-64,DECEPTIVE PRACTICE,1
2015,7302021,45-64,DECEPTIVE PRACTICE,19
2016,7302021,45-64,DECEPTIVE PRACTICE,5
2015,7302021,45-64,GAMBLING,1
2009,7302021,45-64,HOMICIDE,2
2015,7302021,45-64,INTERFERENCE WITH PUBLIC OFFICER,3
2016,7302021,45-64,KIDNAPPING,1
2015,7302021,45-64,MOTOR VEHICLE THEFT,10
2016,7302021,45-64,MOTOR VEHICLE THEFT,7
2015,7302021,45-64,NARCOTICS,18
2016,7302021,45-64,NARCOTICS,11
2015,7302021,45-64,OFFENSE INVOLVING CHILDREN,3
2016,7302021,45-64,OFFENSE INVOLVING CHILDREN,2
2015,7302021,45-64,OTHER OFFENSE,11
2016,7302021,45-64,OTHER OFFENSE,3
2015,7302021,45-64,PUBLIC PEACE VIOLATION,1
2016,7302021,45-64,PUBLIC PEACE VIOLATION,1
2015,7302021,45-64,ROBBERY,12
2016,7302021,45-64,ROBBERY,6
2015,7302021,45-64,THEFT,36
2016,7302021,45-64,THEFT,15
2015,7302021,45-64,WEAPONS VIOLATION,7
2016,7302021,45-64,WEAPONS VIOLATION,2
2016,7302022,45-64,ARSON,1
2015,7302022,45-64,ASSAULT,12
2016,7302022,45-64,ASSAULT,6
2015,7302022,45-64,BATTERY,45
2016,7302022,45-64,BATTERY,27
2015,7302022,45-64,BURGLARY,6
2016,7302022,45-64,BURGLARY,2
2016,7302022,45-64,CRIM SEXUAL ASSAULT,1
2015,7302022,45-64,CRIMINAL DAMAGE,18
2016,7302022,45-64,CRIMINAL DAMAGE,7
2015,7302022,45-64,CRIMINAL TRESPASS,4
2016,7302022,45-64,CRIMINAL TRESPASS,6
2015,7302022,45-64,DECEPTIVE PRACTICE,15
2016,7302022,45-64,DECEPTIVE PRACTICE,3
2015,7302022,45-64,GAMBLING,3
2009,7302022,45-64,HOMICIDE,1
2015,7302022,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
2018,7302022,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
2015,7302022,45-64,MOTOR VEHICLE THEFT,4
2016,7302022,45-64,MOTOR VEHICLE THEFT,2
2015,7302022,45-64,NARCOTICS,24
2016,7302022,45-64,NARCOTICS,8
2015,7302022,45-64,OFFENSE INVOLVING CHILDREN,2
2015,7302022,45-64,OTHER OFFENSE,9
2016,7302022,45-64,OTHER OFFENSE,8
2015,7302022,45-64,PUBLIC PEACE VIOLATION,1
2015,7302022,45-64,ROBBERY,12
2016,7302022,45-64,ROBBERY,1
2016,7302022,45-64,SEX OFFENSE,1
2015,7302022,45-64,THEFT,49
2016,7302022,45-64,THEFT,15
2015,7302022,45-64,WEAPONS VIOLATION,2
2016,7302022,45-64,WEAPONS VIOLATION,1
2016,7302023,65+,ARSON,1
2015,7302023,65+,ASSAULT,34
2016,7302023,65+,ASSAULT,18
2015,7302023,65+,BATTERY,70
2016,7302023,65+,BATTERY,40
2015,7302023,65+,BURGLARY,26
2016,7302023,65+,BURGLARY,10
2015,7302023,65+,CRIM SEXUAL ASSAULT,4
2016,7302023,65+,CRIM SEXUAL ASSAULT,1
2015,7302023,65+,CRIMINAL DAMAGE,46
2016,7302023,65+,CRIMINAL DAMAGE,20
2018,7302023,65+,CRIMINAL DAMAGE,1
2015,7302023,65+,CRIMINAL TRESPASS,10
2016,7302023,65+,CRIMINAL TRESPASS,9
2014,7302023,65+,DECEPTIVE PRACTICE,2
2015,7302023,65+,DECEPTIVE PRACTICE,21
2016,7302023,65+,DECEPTIVE PRACTICE,13
2009,7302023,65+,HOMICIDE,1
2016,7302023,65+,INTERFERENCE WITH PUBLIC OFFICER,1
2015,7302023,65+,KIDNAPPING,1
2015,7302023,65+,MOTOR VEHICLE THEFT,14
2016,7302023,65+,MOTOR VEHICLE THEFT,7
2015,7302023,65+,NARCOTICS,31
2016,7302023,65+,NARCOTICS,23
2015,7302023,65+,OFFENSE INVOLVING CHILDREN,2
2016,7302023,65+,OFFENSE INVOLVING CHILDREN,2
2018,7302023,65+,OFFENSE INVOLVING CHILDREN,1
2015,7302023,65+,OTHER OFFENSE,17
2016,7302023,65+,OTHER OFFENSE,17
2018,7302023,65+,OTHER OFFENSE,1
2015,7302023,65+,PUBLIC PEACE VIOLATION,7
2015,7302023,65+,ROBBERY,30
2016,7302023,65+,ROBBERY,18
2018,7302023,65+,ROBBERY,1
2015,7302023,65+,THEFT,71
2016,7302023,65+,THEFT,43
2015,7302023,65+,WEAPONS VIOLATION,6
2016,7302023,65+,WEAPONS VIOLATION,4
2015,7303001,45-64,ASSAULT,4
2016,7303001,45-64,ASSAULT,1
2015,7303001,45-64,BATTERY,5
2016,7303001,45-64,BATTERY,3
2015,7303001,45-64,BURGLARY,4
2016,7303001,45-64,BURGLARY,3
2015,7303001,45-64,CRIMINAL DAMAGE,2
2016,7303001,45-64,CRIMINAL DAMAGE,4
2016,7303001,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
2015,7303001,45-64,MOTOR VEHICLE THEFT,3
2016,7303001,45-64,MOTOR VEHICLE THEFT,1
2015,7303001,45-64,NARCOTICS,4
2015,7303001,45-64,OTHER OFFENSE,1
2016,7303001,45-64,OTHER OFFENSE,1
2015,7303001,45-64,ROBBERY,1
2015,7303001,45-64,THEFT,2
2016,7303001,45-64,THEFT,4
2015,7303001,45-64,WEAPONS VIOLATION,1
2015,7304001,45-64,ASSAULT,1
2015,7304001,45-64,BATTERY,1
2016,7304001,45-64,BATTERY,1
2015,7304001,45-64,BURGLARY,1
2016,7304001,45-64,BURGLARY,1
2018,7304001,45-64,BURGLARY,1
2016,7304001,45-64,CRIMINAL DAMAGE,2
2015,7304001,45-64,CRIMINAL TRESPASS,1
2015,7304001,45-64,DECEPTIVE PRACTICE,1
2015,7304001,45-64,NARCOTICS,5
2016,7304001,45-64,NARCOTICS,1
2015,7304001,45-64,ROBBERY,1
2015,7304001,45-64,THEFT,1
2016,7304001,45-64,THEFT,2
2015,7304002,25-44,ASSAULT,1
2015,7304002,25-44,BATTERY,4
2016,7304002,25-44,BATTERY,5
2016,7304002,25-44,BURGLARY,1
2015,7304002,25-44,CRIMINAL DAMAGE,2
2016,7304002,25-44,CRIMINAL DAMAGE,1
2015,7304002,25-44,DECEPTIVE PRACTICE,1
2016,7304002,25-44,DECEPTIVE PRACTICE,1
2015,7304002,25-44,MOTOR VEHICLE THEFT,1
2016,7304002,25-44,NARCOTICS,1
2015,7304002,25-44,OTHER OFFENSE,2
2015,7304002,25-44,ROBBERY,1
2015,7304002,25-44,THEFT,2
2016,7304002,25-44,THEFT,1
2015,7304003,45-64,ASSAULT,1
2016,7304003,45-64,ASSAULT,1
2015,7304003,45-64,BATTERY,3
2016,7304003,45-64,BATTERY,3
2015,7304003,45-64,CRIMINAL DAMAGE,1
2016,7304003,45-64,CRIMINAL TRESPASS,1
2015,7304003,45-64,DECEPTIVE PRACTICE,1
2015,7304003,45-64,MOTOR VEHICLE THEFT,1
2015,7304003,45-64,OTHER OFFENSE,1
2016,7304003,45-64,OTHER OFFENSE,1
2016,7304003,45-64,THEFT,1
2015,7304004,45-64,ARSON,1
2016,7304004,45-64,ARSON,2
2015,7304004,45-64,ASSAULT,35
2016,7304004,45-64,ASSAULT,24
2015,7304004,45-64,BATTERY,98
2016,7304004,45-64,BATTERY,48
2018,7304004,45-64,BATTERY,2
2015,7304004,45-64,BURGLARY,19
2016,7304004,45-64,BURGLARY,4
2015,7304004,45-64,CRIMINAL DAMAGE,62
2016,7304004,45-64,CRIMINAL DAMAGE,32
2015,7304004,45-64,CRIMINAL TRESPASS,1
2016,7304004,45-64,CRIMINAL TRESPASS,9
2015,7304004,45-64,DECEPTIVE PRACTICE,27
2016,7304004,45-64,DECEPTIVE PRACTICE,10
2016,7304004,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
2015,7304004,45-64,KIDNAPPING,1
2015,7304004,45-64,LIQUOR LAW VIOLATION,1
2015,7304004,45-64,MOTOR VEHICLE THEFT,11
2016,7304004,45-64,MOTOR VEHICLE THEFT,13
2015,7304004,45-64,NARCOTICS,16
2016,7304004,45-64,NARCOTICS,6
2015,7304004,45-64,OFFENSE INVOLVING CHILDREN,5
2016,7304004,45-64,OFFENSE INVOLVING CHILDREN,1
2015,7304004,45-64,OTHER OFFENSE,22
2016,7304004,45-64,OTHER OFFENSE,21
2018,7304004,45-64,OTHER OFFENSE,2
2015,7304004,45-64,PUBLIC PEACE VIOLATION,4
2015,7304004,45-64,ROBBERY,17
2016,7304004,45-64,ROBBERY,11
2018,7304004,45-64,ROBBERY,1
2016,7304004,45-64,SEX OFFENSE,2
2016,7304004,45-64,STALKING,1
2015,7304004,45-64,THEFT,75
2016,7304004,45-64,THEFT,33
2015,7304004,45-64,WEAPONS VIOLATION,3
2016,7304004,45-64,WEAPONS VIOLATION,4
2015,7305001,45-64,ASSAULT,16
2016,7305001,45-64,ASSAULT,9
2015,7305001,45-64,BATTERY,28
2016,7305001,45-64,BATTERY,18
2015,7305001,45-64,BURGLARY,20
2016,7305001,45-64,BURGLARY,5
2015,7305001,45-64,CRIM SEXUAL ASSAULT,1
2015,7305001,45-64,CRIMINAL DAMAGE,34
2016,7305001,45-64,CRIMINAL DAMAGE,22
2018,7305001,45-64,CRIMINAL DAMAGE,1
2015,7305001,45-64,CRIMINAL TRESPASS,4
2016,7305001,45-64,CRIMINAL TRESPASS,1
2015,7305001,45-64,DECEPTIVE PRACTICE,3
2015,7305001,45-64,INTERFERENCE WITH PUBLIC OFFICER,1
2015,7305001,45-64,LIQUOR LAW VIOLATION,3
2015,7305001,45-64,MOTOR VEHICLE THEFT,4
2016,7305001,45-64,MOTOR VEHICLE THEFT,2
2015,7305001,45-64,NARCOTICS,7
2016,7305001,45-64,NARCOTICS,4
2015,7305001,45-64,OFFENSE INVOLVING CHILDREN,1
2016,7305001,45-64,OFFENSE INVOLVING CHILDREN,1
2015,7305001,45-64,OTHER OFFENSE,11
2016,7305001,45-64,OTHER OFFENSE,6
2015,7305001,45-64,PUBLIC PEACE VIOLATION,2
2016,7305001,45-64,PUBLIC PEACE VIOLATION,2
2015,7305001,45-64,ROBBERY,5
2016,7305001,45-64,ROBBERY,3
2015,7305001,45-64,SEX OFFENSE,1
2014,7305001,45-64,THEFT,1
2015,7305001,45-64,THEFT,25
2016,7305001,45-64,THEFT,13
2018,7305001,45-64,THEFT,1
2015,7305001,45-64,WEAPONS VIOLATION,6
2016,7305001,45-64,WEAPONS VIOLATION,2
2015,7305002,45-64,ASSAULT,25
2016,7305002,45-64,ASSAULT,7
2015,7305002,45-64,BATTERY,65
2016,7305002,45-64,BATTERY,23
2015,7305002,45-64,BURGLARY,12
2016,7305002,45-64,BURGLARY,7
2015,7305002,45-64,CRIM SEXUAL ASSAULT,1
